时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,射程,范围,射速,剩余弹药,武器发射,航炮发射
372.533333,0.165062,0.04024,10116.65098,92.24358,-6.976635,0,526.285769,0,-437.423756,0,1,2,30,100,,0,0
372.593904,0.165432,0.040226,10111.61665,92.243687,-6.979451,0,524.737389,0,-438.640928,0,1,2,30,100,,0,0
372.666667,0.165875,0.040208,10105.57039,92.243815,-6.982804,0,522.88707,0,-440.080973,0,1,2,30,100,,0,0
372.733333,0.166281,0.040193,10100.03193,92.243934,-6.985894,0,521.180878,0,-441.403398,0,1,2,30,100,,0,0
372.8,0.166686,0.040177,10094.49468,92.244053,-6.988977,-0.000001,519.475117,-0.000444,-442.715817,0,1,2,30,100,,0,0
372.866667,0.167092,0.040161,10088.95865,92.244173,-6.992054,0,517.76857,0,-444.019742,0,1,2,30,100,,0,0
372.933333,0.167497,0.040145,10083.42386,92.244294,-6.995128,0.000001,516.061246,0.000441,-445.315227,0,1,2,30,100,,0,0
373,0.167902,0.040129,10077.89029,92.244416,-6.998194,0,514.354406,0,-446.600883,0,1,2,30,100,,0,0
373.066667,0.168306,0.040113,10072.35796,92.244538,-7.001255,0,512.646793,0,-447.878238,0,1,2,30,100,,0,0
373.133333,0.16871,0.040097,10066.82688,92.244658,-7.004287,0,510.949604,0,-449.134608,0,1,2,30,100,,0,0
373.2,0.169114,0.040081,10061.29706,92.244779,-7.007313,0.000001,509.252897,0.000435,-450.381535,0,1,2,30,100,,0,0
373.266667,0.169518,0.040066,10055.76851,92.2449,-7.010359,0.000001,507.543851,0.000433,-451.633513,0,1,2,30,100,,0,0
373.333333,0.169922,0.04005,10050.24125,92.245022,-7.013271,0.000001,505.893249,0.000432,-452.811254,0,1,2,30,100,,0,0
373.4,0.170325,0.040034,10044.71535,92.245145,-7.016178,0,504.242921,0,-453.980605,0,1,2,30,100,,0,0
373.466667,0.170728,0.040018,10039.19077,92.245269,-7.019216,0,502.53057,0,-455.210443,0,1,2,30,100,,0,0
373.533333,0.17113,0.040002,10033.66744,92.245394,-7.022249,0,500.817461,0,-456.432343,0,1,2,30,100,,0,0
373.593907,0.171496,0.039988,10028.65005,92.245508,-7.024999,-0.000001,499.261655,-0.000426,-457.534236,0,1,2,30,100,,0,0
373.666667,0.171935,0.039971,10022.62459,92.245646,-7.02827,-0.000001,497.405267,-0.000425,-458.834862,0,1,2,30,100,,0,0
373.733333,0.172337,0.039955,10017.10509,92.245773,-7.03129,0,495.690969,0,-460.032202,0,1,2,30,100,,0,0
373.8,0.172738,0.039939,10011.58687,92.245901,-7.034303,-0.000001,493.977327,-0.000422,-461.22031,0,1,2,30,100,,0,0
373.866667,0.17314,0.039924,10006.06992,92.246031,-7.037313,0,492.262908,0,-462.400793,0,1,2,30,100,,0,0
373.926061,0.173497,0.03991,10001.15589,92.246147,-7.039922,0.000001,490.767432,0.000419,-463.411625,0,1,2,30,100,,0,0
374,0.173942,0.039892,9995.040003,92.246292,-7.043164,0.000001,488.905797,0.000417,-464.661122,0,1,2,30,100,,0,0
374.066667,0.174342,0.039876,9989.527037,92.246424,-7.046164,0.000001,487.18895,0.000416,-465.819578,0,1,2,30,100,,0,0
374.133333,0.174743,0.039861,9984.015372,92.246534,-7.049131,0.000001,485.485289,0.000414,-466.956069,0,1,2,30,100,,0,0
374.2,0.175143,0.039845,9978.505024,92.246645,-7.052093,-0.000001,483.782264,-0.000413,-468.083874,0,1,2,30,100,,0,0
374.266667,0.175542,0.039829,9972.995985,92.246758,-7.055082,0,482.063934,0,-469.219447,0,1,2,30,100,,0,0
374.333333,0.175942,0.039814,9967.488246,92.246871,-7.058068,0,480.344793,0,-470.347755,0,1,2,30,100,,0,0
374.4,0.176341,0.039798,9961.981809,92.246986,-7.061048,0,478.626401,0,-471.467256,0,1,2,30,100,,0,0
374.466667,0.17674,0.039782,9956.476678,92.247103,-7.064026,-0.000001,476.907171,-0.000407,-472.579622,0,1,2,30,100,,0,0
374.533333,0.177139,0.039767,9950.972856,92.24722,-7.067,-0.000001,475.187098,-0.000406,-473.684899,0,1,2,30,100,,0,0
374.593908,0.177501,0.039753,9945.973153,92.247328,-7.069698,0.000001,473.625055,0.000404,-474.681506,0,1,2,30,100,,0,0
374.666667,0.177935,0.039735,9939.969168,92.247459,-7.072899,0,471.764669,0,-475.854255,0,1,2,30,100,,0,0
374.733333,0.178333,0.03972,9934.469319,92.24758,-7.075864,0,470.043219,0,-476.937479,0,1,2,30,100,,0,0
374.8,0.178731,0.039704,9928.97079,92.247703,-7.078822,0,468.322554,0,-478.012182,0,1,2,30,100,,0,0
374.866667,0.179128,0.039689,9923.473585,92.247827,-7.081779,0,466.600975,0,-479.080086,0,1,2,30,100,,0,0
374.933333,0.179525,0.039673,9917.977705,92.247952,-7.084733,0.000002,464.878472,0.000794,-480.141234,0,1,2,30,100,,0,0
375,0.179922,0.039658,9912.483154,92.248079,-7.087681,0,463.156768,0,-481.194003,0,1,2,30,100,,0,0
375.066667,0.180319,0.039642,9906.989933,92.248207,-7.090628,0,461.4341,0,-482.240142,0,1,2,30,100,,0,0
375.133333,0.180715,0.039626,9901.49806,92.248334,-7.093536,0.000001,459.728152,0.000393,-483.262852,0,1,2,30,100,,0,0
375.2,0.181111,0.039611,9896.007551,92.248463,-7.096439,0.000001,458.022873,0.000391,-484.277647,0,1,2,30,100,,0,0
375.266667,0.181507,0.039595,9890.518394,92.248593,-7.099378,0,456.298157,0,-485.303493,0,1,2,30,100,,0,0
375.333333,0.181902,0.03958,9885.03065,92.248724,-7.102122,0,454.666542,0,-486.234865,0,1,2,30,100,,0,0
375.4,0.182298,0.039564,9879.544395,92.248856,-7.104863,0,453.034972,0,-487.159825,0,1,2,30,100,,0,0
375.466667,0.182693,0.039549,9874.059554,92.248991,-7.107804,0,451.304281,0,-488.170142,0,1,2,30,100,,0,0
375.533333,0.183087,0.039533,9868.576049,92.249127,-7.110744,0,449.572542,0,-489.174084,0,1,2,30,100,,0,0
375.593906,0.183446,0.039519,9863.594994,92.249252,-7.11341,0,448.000022,0,-490.079104,0,1,2,30,100,,0,0
375.666667,0.183876,0.039502,9857.61308,92.249403,-7.116567,0,446.131506,0,-491.139705,0,1,2,30,100,,0,0
375.733333,0.18427,0.039487,9852.133633,92.249544,-7.1195,-0.000001,444.397846,-0.000537,-492.123719,0,1,2,30,100,,0,0
375.8,0.184664,0.039471,9846.655532,92.249686,-7.122428,0,442.66505,0,-493.09976,0,1,2,30,100,,0,0
375.866667,0.185057,0.039456,9841.178777,92.24983,-7.125355,0,440.931084,0,-494.069701,0,1,2,30,100,,0,0
375.926061,0.185407,0.039442,9836.300617,92.249959,-7.127856,0,439.437943,0,-494.881958,0,1,2,30,100,,0,0
376,0.185843,0.039425,9830.229496,92.250121,-7.130965,0.000001,437.579154,0.000374,-495.885881,0,1,2,30,100,,0,0
376.066667,0.186236,0.03941,9824.75697,92.25027,-7.133892,0,435.840433,0,-496.839359,0,1,2,30,100,,0,0
376.133333,0.186628,0.039394,9819.285808,92.250408,-7.136773,0.000001,434.12329,0.000524,-497.76696,0,1,2,30,100,,0,0
376.2,0.18702,0.039379,9813.816031,92.250547,-7.139649,0,432.406815,0,-498.68719,0,1,2,30,100,,0,0
376.266667,0.187412,0.039363,9808.347622,92.250688,-7.142573,0.000001,430.665168,0.000368,-499.62238,0,1,2,30,100,,0,0
376.333333,0.187804,0.039348,9802.880562,92.250832,-7.145496,0,428.922202,0,-500.551733,0,1,2,30,100,,0,0
376.4,0.188195,0.039333,9797.414854,92.250977,-7.148415,0,427.180124,0,-501.47339,0,1,2,30,100,,0,0
376.466667,0.188586,0.039317,9791.9505,92.251124,-7.151333,0.000001,425.436651,0.000363,-502.389332,0,1,2,30,100,,0,0
376.533333,0.188977,0.039302,9786.487499,92.251273,-7.154251,0.000001,423.691762,0.000362,-503.299594,0,1,2,30,100,,0,0
376.593907,0.189332,0.039288,9781.525006,92.25141,-7.156898,0,422.107269,0,-504.119972,0,1,2,30,100,,0,0
376.666667,0.189758,0.039271,9775.565589,92.251576,-7.160022,0.000001,420.230757,0.000507,-505.075653,0,1,2,30,100,,0,0
376.733333,0.190148,0.039256,9770.106811,92.25173,-7.162646,-0.000001,418.629944,-0.000505,-505.846363,0,1,2,30,100,,0,0
376.8,0.190538,0.03924,9764.649608,92.251887,-7.165271,0,417.028409,0,-506.612257,0,1,2,30,100,,0,0
376.866667,0.190928,0.039225,9759.193865,92.252046,-7.168201,0.000001,415.271012,0.000355,-507.500389,0,1,2,30,100,,0,0
376.933333,0.191317,0.03921,9753.739467,92.252207,-7.171131,0,413.512086,0,-508.382958,0,1,2,30,100,,0,0
377,0.191706,0.039194,9748.286414,92.25237,-7.174057,0,411.754112,0,-509.257971,0,1,2,30,100,,0,0
377.066667,0.192095,0.039179,9742.834709,92.252535,-7.176983,0,409.994507,0,-510.127539,0,1,2,30,100,,0,0
377.133333,0.192483,0.039164,9737.384372,92.2527,-7.17985,0.000001,408.263418,0.000493,-510.967578,0,1,2,30,100,,0,0
377.2,0.192872,0.039149,9731.935428,92.252867,-7.182714,0,406.532907,0,-511.80072,0,1,2,30,100,,0,0
377.266667,0.19326,0.039133,9726.487854,92.253037,-7.185642,0,404.768899,0,-512.653925,0,1,2,30,100,,0,0
377.333333,0.193648,0.039118,9721.041745,92.253208,-7.188254,0,403.165207,0,-513.374533,0,1,2,30,100,,0,0
377.4,0.194035,0.039103,9715.59722,92.253381,-7.190867,0,401.560479,0,-514.090727,0,1,2,30,100,,0,0
377.466667,0.194422,0.039088,9710.154151,92.253558,-7.193813,-0.000001,399.783193,-0.000483,-514.935782,0,1,2,30,100,,0,0
377.533333,0.194809,0.039072,9704.712414,92.253737,-7.196761,-0.000001,398.004126,-0.00034,-515.775492,0,1,2,30,100,,0,0
377.593906,0.195161,0.039059,9699.769302,92.253902,-7.199435,0.000001,396.38874,0.000586,-516.531838,0,1,2,30,100,,0,0
377.666667,0.195583,0.039042,9693.832968,92.254102,-7.202574,-0.000001,394.484524,-0.000337,-517.405437,0,1,2,30,100,,0,0
377.733333,0.195969,0.039027,9688.395283,92.254288,-7.205522,0,392.701348,0,-518.228419,0,1,2,30,100,,0,0
377.8,0.196355,0.039012,9682.95893,92.254477,-7.208466,0,390.919194,0,-519.043981,0,1,2,30,100,,0,0
377.866667,0.196741,0.038996,9677.52391,92.254669,-7.211412,0.000001,389.13499,0.000332,-519.854468,0,1,2,30,100,,0,0
377.926061,0.197084,0.038983,9672.682942,92.254841,-7.213857,0,387.637514,0,-520.502396,0,1,2,30,100,,0,0
378,0.197511,0.038966,9666.658166,92.255058,-7.216901,0,385.772661,0,-521.303161,0,1,2,30,100,,0,0
378.066667,0.197896,0.038951,9661.227437,92.255257,-7.219861,0,383.977614,0,-522.102847,0,1,2,30,100,,0,0
378.133333,0.198281,0.038936,9655.798058,92.255442,-7.222745,0,382.221674,0,-522.867319,0,1,2,30,100,,0,0
378.2,0.198666,0.038921,9650.370058,92.255629,-7.225625,0,380.466224,0,-523.6252,0,1,2,30,100,,0,0
378.266667,0.19905,0.038905,9644.943406,92.25582,-7.228592,-0.000001,378.664719,-0.000323,-524.410147,0,1,2,30,100,,0,0
378.333333,0.199434,0.03889,9639.518069,92.256014,-7.231561,0,376.860899,0,-525.190168,0,1,2,30,100,,0,0
378.4,0.199818,0.038875,9634.094048,92.256211,-7.234525,0.000001,375.058151,0.000453,-525.962844,0,1,2,30,100,,0,0
378.466667,0.200201,0.03886,9628.671344,92.256411,-7.237493,0,373.252923,0,-526.730736,0,1,2,30,100,,0,0
378.533333,0.200584,0.038845,9623.249953,92.256615,-7.240463,0.000001,371.445165,0.000317,-527.493874,0,1,2,30,100,,0,0
378.593906,0.200932,0.038831,9618.325312,92.256803,-7.243158,0.000002,369.803706,0.000631,-528.180872,0,1,2,30,100,,0,0
378.666667,0.20135,0.038815,9612.411157,92.257033,-7.246297,0,367.882757,0,-528.963631,0,1,2,30,100,,0,0
378.733333,0.201732,0.0388,9606.993783,92.257247,-7.249274,0,366.068418,0,-529.712037,0,1,2,30,100,,0,0
378.8,0.202115,0.038785,9601.577718,92.257464,-7.252247,0,364.255108,0,-530.453226,0,1,2,30,100,,0,0
378.866667,0.202497,0.03877,9596.162962,92.257686,-7.255224,-0.000001,362.438878,-0.000309,-531.189934,0,1,2,30,100,,0,0
378.933333,0.202878,0.038755,9590.749512,92.257911,-7.258204,0,360.619672,0,-531.922186,0,1,2,30,100,,0,0
379,0.20326,0.038739,9585.33737,92.258139,-7.261181,0,358.801452,0,-532.6473,0,1,2,30,100,,0,0
379.066667,0.203641,0.038724,9579.926533,92.258372,-7.264162,0,356.980043,0,-533.36811,0,1,2,30,100,,0,0
379.133333,0.204022,0.038709,9574.51704,92.258601,-7.267037,0,355.214548,0,-534.045275,0,1,2,30,100,,0,0
379.2,0.204403,0.038694,9569.108932,92.258835,-7.269911,-0.000001,353.448978,-0.000302,-534.716542,0,1,2,30,100,,0,0
379.266667,0.204783,0.038679,9563.702162,92.259073,-7.272908,0,351.616573,0,-535.425799,0,1,2,30,100,,0,0
379.333333,0.205163,0.038664,9558.296906,92.259313,-7.275305,0,350.104514,0,-535.919359,0,1,2,30,100,,0,0
379.4,0.205543,0.038649,9552.893383,92.259558,-7.277712,0,348.587548,0,-536.412121,0,1,2,30,100,,0,0
379.466667,0.205923,0.038634,9547.491347,92.259809,-7.280772,-0.000001,346.719357,-0.000296,-537.127857,0,1,2,30,100,,0,0
379.533333,0.206303,0.038619,9542.090554,92.260065,-7.283837,-0.000001,344.847944,-0.000416,-537.838951,0,1,2,30,100,,0,0
379.593907,0.206647,0.038606,9537.184486,92.260302,-7.286617,0,343.149028,0,-538.478323,0,1,2,30,100,,0,0
379.666667,0.207061,0.03859,9531.29276,92.260591,-7.289814,0,341.18416,0,-539.190999,0,1,2,30,100,,0,0
379.733333,0.20744,0.038575,9525.895801,92.260861,-7.292891,0.000001,339.303284,0.00041,-539.888324,0,1,2,30,100,,0,0
379.8,0.207818,0.03856,9520.500077,92.261136,-7.295964,0.000001,337.423915,0.000288,-540.577991,0,1,2,30,100,,0,0
379.866667,0.208196,0.038545,9515.105586,92.261416,-7.299043,0,335.540716,0,-541.263353,0,1,2,30,100,,0,0
379.926061,0.208533,0.038531,9510.300702,92.261669,-7.30142,0,334.060276,0,-541.746648,0,1,2,30,100,,0,0
380,0.208952,0.038515,9504.320902,92.261989,-7.304384,0,332.213945,0,-542.344855,0,1,2,30,100,,0,0
380.066667,0.209329,0.0385,9498.930687,92.262286,-7.307515,0,330.300604,0,-543.030414,0,1,2,30,100,,0,0
380.133333,0.209707,0.038485,9493.541724,92.262585,-7.310484,0.000001,328.474043,0.00028,-543.656648,0,1,2,30,100,,0,0
380.2,0.210084,0.03847,9488.154074,92.262891,-7.313452,0,326.647402,0,-544.276795,0,1,2,30,100,,0,0
380.266667,0.21046,0.038455,9482.767667,92.263203,-7.316608,0,324.717958,0,-544.952126,0,1,2,30,100,,0,0
380.333333,0.210837,0.03844,9477.382433,92.263521,-7.31977,-0.000001,322.784359,-0.000276,-545.622971,0,1,2,30,100,,0,0
380.4,0.211213,0.038426,9471.998371,92.263845,-7.322927,-0.000001,320.852778,-0.000274,-546.285674,0,1,2,30,100,,0,0
380.466667,0.211589,0.038411,9466.61548,92.264176,-7.32609,0,318.916594,0,-546.94415,0,1,2,30,100,,0,0
380.533333,0.211965,0.038396,9461.233756,92.264514,-7.329261,0,316.975674,0,-547.598439,0,1,2,30,100,,0,0
380.593906,0.212306,0.038382,9456.345026,92.264827,-7.332138,0,315.214031,0,-548.185847,0,1,2,30,100,,0,0
380.666667,0.212716,0.038366,9450.473897,92.265208,-7.335368,0,313.220636,0,-548.81382,0,1,2,30,100,,0,0
380.733333,0.213091,0.038351,9445.095826,92.265567,-7.338565,0.000001,311.263161,0.000266,-549.457258,0,1,2,30,100,,0,0
380.8,0.213466,0.038336,9439.718903,92.265934,-7.341757,0,309.307723,0,-550.092527,0,1,2,30,100,,0,0
380.866667,0.21384,0.038322,9434.343124,92.266308,-7.344958,0,307.346517,0,-550.724033,0,1,2,30,100,,0,0
380.933333,0.214215,0.038307,9428.968484,92.26669,-7.348169,-0.000001,305.379369,-0.000261,-551.351821,0,1,2,30,100,,0,0
381,0.214589,0.038292,9423.594981,92.26708,-7.351375,0.000001,303.414152,0.000259,-551.971511,0,1,2,30,100,,0,0
381.066667,0.214962,0.038277,9418.222613,92.267479,-7.354592,0,301.442329,0,-552.587809,0,1,2,30,100,,0,0
381.133333,0.215336,0.038262,9412.851482,92.291546,-7.357526,0,299.625946,0,-553.112121,0,1,2,30,100,,0,0
381.2,0.215709,0.038247,9407.481691,92.314908,-7.360464,0.000001,297.807162,0.000254,-553.631995,0,1,2,30,100,,0,0
381.266667,0.216082,0.038232,9402.113122,92.337635,-7.363724,0,295.809362,0,-554.24176,0,1,2,30,100,,0,0
381.333333,0.216455,0.038217,9396.746229,92.359358,-7.365408,0,294.684887,0,-554.380823,0,1,2,30,100,,0,0
381.4,0.216828,0.038201,9391.381567,92.380413,-7.367139,0,293.535441,0,-554.531497,0,1,2,30,100,,0,0
381.466667,0.2172,0.038186,9386.018467,92.401153,-7.370661,0,291.392107,0,-555.203463,0,1,2,30,100,,0,0
381.533333,0.217572,0.03817,9380.656279,92.421232,-7.374189,0,289.24479,0,-555.869145,0,1,2,30,100,,0,0
381.593905,0.21791,0.038156,9375.785161,92.438882,-7.377383,-0.000001,287.299782,-0.000347,-556.463634,0,1,2,30,100,,0,0
381.65,0.218223,0.038143,9371.274649,92.454739,-7.380347,0.000001,285.493747,0.000244,-557.01054,0,1,2,30,100,,0,0
381.7,0.218501,0.038131,9367.254809,92.468474,-7.382982,0,283.887881,0,-557.491072,0,1,2,30,100,,0,0
381.75,0.21878,0.038119,9363.235485,92.481862,-7.385626,-0.000001,282.276297,-0.000241,-557.969858,0,1,2,30,100,,0,0
381.8,0.219058,0.038106,9359.216674,92.494905,-7.388263,0,280.668005,0,-558.442323,0,1,2,30,100,,0,0
381.85,0.219336,0.038094,9355.198377,92.507608,-7.390912,0,279.053328,0,-558.913345,0,1,2,30,100,,0,0
381.9,0.219614,0.038082,9351.180592,92.519976,-7.393553,0,277.441839,0,-559.378119,0,1,2,30,100,,0,0
381.95,0.219892,0.03807,9347.163318,92.532013,-7.396207,0,275.823234,0,-559.841769,0,1,2,30,100,,0,0
382,0.22017,0.038057,9343.146553,92.543721,-7.398854,0,274.20771,0,-560.29924,0,1,2,30,100,,0,0
382.05,0.220447,0.038045,9339.130296,92.555108,-7.401515,0,272.584265,0,-560.755926,0,1,2,30,100,,0,0
382.1,0.220725,0.038033,9335.114544,92.566175,-7.404169,0.000001,270.963792,0.000401,-561.206495,0,1,2,30,100,,0,0
382.15,0.221002,0.03802,9331.099296,92.577298,-7.406838,0.000001,269.33486,0.00023,-561.656461,0,1,2,30,100,,0,0
382.2,0.221279,0.038008,9327.084549,92.588098,-7.409502,0,267.70878,0,-562.100373,0,1,2,30,100,,0,0
382.25,0.221556,0.037995,9323.0703,92.598583,-7.412182,0,266.07289,0,-562.544261,0,1,2,30,100,,0,0
382.3,0.221833,0.037983,9319.056547,92.608755,-7.414856,-0.000001,264.439732,-0.000226,-562.982147,0,1,2,30,100,,0,0
382.35,0.22211,0.03797,9315.043285,92.61862,-7.41755,0,262.795652,0,-563.420439,0,1,2,30,100,,0,0
382.4,0.222387,0.037957,9311.030512,92.628183,-7.420238,0,261.154178,0,-563.85277,0,1,2,30,100,,0,0
382.45,0.222663,0.037945,9307.018223,92.637449,-7.422947,0.000001,259.500526,0.000313,-564.28598,0,1,2,30,100,,0,0
382.5,0.22294,0.037932,9303.006414,92.646421,-7.425651,0,257.849346,0,-564.713266,0,1,2,30,100,,0,0
382.55,0.223216,0.037919,9298.99508,92.655109,-7.428378,0.000001,256.18456,0.000219,-565.141955,0,1,2,30,100,,0,0
382.6,0.223492,0.037906,9294.984217,92.663512,-7.431101,0.000001,254.522103,0.000217,-565.564747,0,1,2,30,100,,0,0
382.65,0.223768,0.037893,9290.973818,92.671641,-7.433851,0,252.844405,0,-565.98953,0,1,2,30,100,,0,0
382.7,0.224044,0.03788,9286.963878,92.679497,-7.436595,0,251.16888,0,-566.408438,0,1,2,30,100,,0,0
382.75,0.224319,0.037868,9282.954389,92.687089,-7.43937,0,249.476222,0,-566.830003,0,1,2,30,100,,0,0
382.8,0.224595,0.037855,9278.945347,92.69442,-7.44214,0.000001,247.785567,0.000366,-567.245703,0,1,2,30,100,,0,0
382.85,0.22487,0.037842,9274.936742,92.701499,-7.444944,0,246.07557,0,-567.664826,0,1,2,30,100,,0,0
382.9,0.225146,0.037829,9270.928567,92.708328,-7.447744,0.000001,244.367386,0.000209,-568.078086,0,1,2,30,100,,0,0
382.95,0.225421,0.037816,9266.920812,92.714918,-7.450582,0,242.637253,0,-568.495657,0,1,2,30,100,,0,0
383,0.225696,0.037803,9262.91347,92.72127,-7.453417,0,240.908718,0,-568.907355,0,1,2,30,100,,0,0
383.05,0.225971,0.037789,9258.906529,92.727397,-7.456296,0.000001,239.155117,0.000289,-569.324412,0,1,2,30,100,,0,0
383.1,0.226245,0.037776,9254.899978,92.733299,-7.459171,0,237.402868,0,-569.735573,0,1,2,30,100,,0,0
383.15,0.22652,0.037763,9250.89389,92.810764,-7.461884,0,235.739585,0,-570.095158,0,1,2,30,100,,0,0
383.2,0.226794,0.037749,9246.888334,92.88398,-7.464601,0.000001,234.074101,0.0002,-570.451971,0,1,2,30,100,,0,0
383.25,0.227069,0.037735,9242.883456,93.026027,-7.467013,0,232.574334,0,-570.713129,0,1,2,30,100,,0,0
383.3,0.227343,0.03772,9238.879394,93.159569,-7.469442,0.000001,231.066791,0.000279,-570.977519,0,1,2,30,100,,0,0
383.35,0.227617,0.037705,9234.876097,93.284841,-7.471959,0,229.509937,0,-571.261439,0,1,2,30,100,,0,0
383.4,0.22789,0.037689,9230.873517,93.402002,-7.474498,0,227.941773,0,-571.549007,0,1,2,30,100,,0,0
383.45,0.228164,0.037673,9226.871602,93.511304,-7.477143,0,226.314291,0,-571.858835,0,1,2,30,100,,0,0
383.5,0.228437,0.037655,9222.870301,93.612904,-7.479813,-0.000001,224.672756,-0.000192,-572.172343,0,1,2,30,100,,0,0
383.55,0.22871,0.037638,9218.869558,93.707075,-7.482609,0.000001,222.960474,0.000269,-572.511226,0,1,2,30,100,,0,0
383.6,0.228983,0.03762,9214.86932,93.793975,-7.485434,0,221.232044,0,-572.853483,0,1,2,30,100,,0,0
383.65,0.229256,0.037602,9210.869527,93.873902,-7.488408,-0.000001,219.418839,-0.000187,-573.225007,0,1,2,30,100,,0,0
383.7,0.229529,0.037583,9206.870122,93.947016,-7.491413,-0.000001,217.587882,-0.000186,-573.599306,0,1,2,30,100,,0,0
383.75,0.229802,0.037564,9202.873874,94.005736,-7.483912,0.000001,221.775655,0.000189,-571.670611,0,1,2,30,100,,0,0
383.8,0.230074,0.037545,9198.883261,94.058987,-7.477541,0.000001,225.302992,0.000333,-569.967545,0,1,2,30,100,,0,0
383.85,0.230346,0.037526,9194.897633,94.107112,-7.472448,0,228.091877,0,-568.535616,0,1,2,30,100,,0,0
383.9,0.230618,0.037506,9190.916365,94.150238,-7.468405,-0.000001,230.276948,-0.000197,-567.333004,0,1,2,30,100,,0,0
383.95,0.23089,0.037486,9186.938836,94.18878,-7.465621,0,231.743214,0,-566.415126,0,1,2,30,100,,0,0
384,0.231162,0.037466,9182.964451,94.222855,-7.4638,0.000001,232.661762,0.000199,-565.718504,0,1,2,30,100,,0,0
384.05,0.231434,0.037446,9178.992612,94.252995,-7.463257,-0.000001,232.856079,-0.000281,-565.319305,0,1,2,30,100,,0,0
384.1,0.231706,0.037426,9175.022744,94.279304,-7.463584,0.000001,232.559363,0.000199,-565.122881,0,1,2,30,100,,0,0
384.15,0.231977,0.037405,9171.054372,94.349014,-7.464911,0.000001,231.695304,0.000198,-565.153111,0,1,2,30,100,,0,0
384.2,0.232248,0.037385,9167.087013,94.405045,-7.467097,-0.000001,230.347063,-0.000197,-565.382711,0,1,2,30,100,,0,0
384.25,0.232519,0.037364,9163.119945,94.44966,-7.471105,0,227.968459,0,-566.027493,0,1,2,30,100,,0,0
384.3,0.23279,0.037342,9159.152487,94.48396,-7.475828,0,225.184446,0,-566.824527,0,1,2,30,100,,0,0
384.35,0.233061,0.037321,9155.18363,94.512158,-7.483643,0,220.641561,0,-568.29418,0,1,2,30,100,,0,0
384.4,0.233332,0.0373,9151.212436,94.536142,-7.491914,0,215.830474,0,-569.826277,0,1,2,30,100,,0,0
384.45,0.233602,0.037278,9147.235582,94.572841,-7.512338,0,204.050144,0,-573.840263,0,1,2,30,100,,0,0
384.5,0.233873,0.037256,9143.251426,94.652167,-7.526966,0.000001,195.538529,0.000236,-576.480178,0,1,2,30,100,,0,0
