时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,射程,范围,射速,剩余弹药,武器发射,航炮发射
325,-0.209169,0.054727,12930.74154,92.183964,2.19081,0,-654.883718,0,917.295187,0,1,2,30,100,,0,0
325.1,-0.208159,0.054689,12934.99343,92.184205,2.135964,0.000002,-602.836555,-0.001029,950.587723,0,1,2,30,100,,0,0
325.2,-0.20715,0.05465,12939.13254,92.184446,2.081422,0,-549.410984,0,980.774672,0,1,2,30,100,,0,0
325.3,-0.206143,0.054612,12943.15975,92.184685,2.027181,0,-494.795176,0,1007.823434,0,1,2,30,100,,0,0
325.4,-0.205136,0.054573,12947.07594,92.184923,1.97324,0,-439.175557,0,1031.71239,0,1,2,30,100,,0,0
325.5,-0.204131,0.054535,12950.88198,92.18516,1.919596,0,-382.736238,0,1052.430544,0,1,2,30,100,,0,0
325.55,-0.203629,0.054516,12952.74397,92.185278,1.892931,0,-354.314865,0,1061.584203,0,1,2,30,100,,0,0
325.6,-0.203127,0.054497,12954.57879,92.185396,1.86634,0.000001,-325.75665,-0.000278,1069.948403,0,1,2,30,100,,0,0
325.7,-0.202125,0.054458,12958.16729,92.18563,1.813286,0.000001,-268.218701,-0.000229,1084.338046,0,1,2,30,100,,0,0
325.8,-0.201123,0.05442,12961.6482,92.185864,1.760525,0,-210.393989,0,1095.583687,0,1,2,30,100,,0,0
325.9,-0.200123,0.054382,12965.02237,92.186122,1.708048,0,-152.445118,0,1103.713839,0,1,2,30,100,,0,0
326,-0.199124,0.054344,12968.29062,92.18638,1.655861,0.000001,-94.544523,-0.000081,1108.76281,0,1,2,30,100,,0,0
326.1,-0.198127,0.054306,12971.45387,92.18661,1.604053,0,-36.954618,0,1110.771398,0,1,2,30,100,,0,0
326.2,-0.19713,0.054268,12974.51303,92.18684,1.552531,0.000001,20.27269,0.000024,1109.805361,0,1,2,30,100,,0,0
326.3,-0.196135,0.05423,12977.46892,92.187069,1.501293,0,76.988847,0,1105.923479,0,1,2,30,100,,0,0
326.4,-0.195141,0.054192,12980.32233,92.187297,1.450338,0,133.051119,0,1099.191204,0,1,2,30,100,,0,0
326.5,-0.194149,0.054154,12983.07408,92.187524,1.399663,0,188.322821,0,1089.680196,0,1,2,30,100,,0,0
326.593905,-0.193217,0.054118,12985.56627,92.187736,1.35234,0,239.379176,0,1078.290405,0,1,2,30,100,,0,0
326.7,-0.192167,0.054078,12988.27576,92.187974,1.299147,0.000001,295.98047,0.000357,1062.636485,0,1,2,30,100,,0,0
326.8,-0.191178,0.05404,12990.72724,92.188198,1.249305,0.000001,348.12339,0.000297,1045.274322,0,1,2,30,100,,0,0
326.9,-0.19019,0.054003,12993.0802,92.188421,1.199738,0,398.992754,0,1025.472927,0,1,2,30,100,,0,0
327,-0.189203,0.053965,12995.33539,92.188643,1.150443,0,448.484338,0,1003.328122,0,1,2,30,100,,0,0
327.1,-0.188218,0.053927,12997.4935,92.188889,1.10132,0,496.597915,0,978.889892,0,1,2,30,100,,0,0
327.2,-0.187233,0.05389,12999.55519,92.189134,1.052468,0,543.139564,0,952.301102,0,1,2,30,100,,0,0
327.3,-0.18625,0.053852,13001.5212,92.189377,1.003885,0,588.024802,0,923.667377,0,1,2,30,100,,0,0
327.4,-0.185268,0.053815,13003.39228,92.18962,0.95557,0.000001,631.17595,0.000539,893.096606,0,1,2,30,100,,0,0
327.5,-0.184287,0.053777,13005.16918,92.189862,0.90752,0,672.522087,0,860.698552,0,1,2,30,100,,0,0
327.55,-0.183798,0.053758,13006.02255,92.189982,0.883636,0.000001,692.463937,0.000591,843.8775,0,1,2,30,100,,0,0
327.6,-0.183308,0.05374,13006.85269,92.190102,0.859817,0,711.932644,0,826.64279,0,1,2,30,100,,0,0
327.7,-0.18233,0.053702,13008.44358,92.190341,0.812294,0,749.486237,0,790.927496,0,1,2,30,100,,0,0
327.8,-0.181352,0.053665,13009.94248,92.190579,0.765034,0,785.062001,0,753.721456,0,1,2,30,100,,0,0
327.9,-0.180376,0.053627,13011.35006,92.19082,0.717988,0,818.648084,0,715.100659,0,1,2,30,100,,0,0
328,-0.179402,0.05359,13012.66699,92.19106,0.671201,0,850.169477,0,675.213627,0,1,2,30,100,,0,0
328.1,-0.178428,0.053553,13013.89412,92.191269,0.624819,0,879.50058,0,634.303412,0,1,2,30,100,,0,0
328.2,-0.177455,0.053516,13015.03228,92.191477,0.578692,0,906.721272,0,592.361019,0,1,2,30,100,,0,0
328.3,-0.176484,0.053479,13016.08218,92.191684,0.532818,0,931.811376,0,549.497849,0,1,2,30,100,,0,0
328.4,-0.175514,0.053441,13017.04451,92.191891,0.487198,0,954.756341,0,505.824238,0,1,2,30,100,,0,0
328.5,-0.174545,0.053404,13017.91995,92.192096,0.441828,0.000001,975.547059,0.001178,461.449216,0,1,2,30,100,,0,0
328.593907,-0.173636,0.053369,13018.66354,92.192288,0.399459,0.000001,993.102471,0.000848,419.244192,0,1,2,30,100,,0,0
328.7,-0.17261,0.05333,13019.41287,92.192504,0.351836,0,1010.655844,0,371.021953,0,1,2,30,100,,0,0
328.8,-0.171645,0.053293,13020.03168,92.192707,0.307211,0,1024.980742,0,325.180387,0,1,2,30,100,,0,0
328.9,-0.17068,0.053256,13020.56629,92.192909,0.262832,0,1037.165606,0,279.056027,0,1,2,30,100,,0,0
329,-0.169717,0.053219,13021.01736,92.19311,0.218697,-0.000001,1047.225654,-0.001264,232.74818,0,1,2,30,100,,0,0
329.093907,-0.168813,0.053185,13021.36533,92.193328,0.177335,0,1054.781742,0,189.035368,0,1,2,30,100,,0,0
329.2,-0.167794,0.053146,13021.67088,92.193574,0.130843,0,1061.097006,0,139.634462,0,1,2,30,100,,0,0
329.3,-0.166834,0.053109,13021.87448,92.193804,0.087278,0,1064.915301,0,93.180921,0,1,2,30,100,,0,0
329.4,-0.165875,0.053072,13021.99683,92.194033,0.043954,0,1066.695817,0,46.916216,0,1,2,30,100,,0,0
329.5,-0.164917,0.053036,13022.03857,92.194262,0.000869,0,1066.473217,0,0.926894,0,1,2,30,100,,0,0
329.55,-0.164439,0.053017,13022.02942,92.194375,-0.020548,0,1065.623633,0,-21.89977,0,1,2,30,100,,0,0
329.6,-0.163961,0.052999,13022.00038,92.194489,-0.041907,0,1064.289356,0,-44.626941,0,1,2,30,100,,0,0
329.7,-0.163005,0.052962,13021.88292,92.194715,-0.084519,0.000001,1060.180462,0.000905,-89.81934,0,1,2,30,100,,0,0
329.8,-0.162051,0.052926,13021.68674,92.194941,-0.126896,0.000001,1054.190944,0.0009,-134.495698,0,1,2,30,100,,0,0
329.9,-0.161098,0.052889,13021.41243,92.195139,-0.169053,0,1046.364863,0,-178.595674,0,1,2,30,100,,0,0
330,-0.160146,0.052853,13021.06061,92.195337,-0.210977,-0.000001,1036.752166,-0.000885,-222.035106,0,1,2,30,100,,0,0
330.1,-0.159195,0.052816,13020.63203,92.195527,-0.252497,0,1025.449574,0,-264.569664,0,1,2,30,100,,0,0
330.2,-0.158245,0.05278,13020.12745,92.195716,-0.293788,0,1012.47844,0,-306.318538,0,1,2,30,100,,0,0
330.3,-0.157296,0.052743,13019.54749,92.195904,-0.334852,0,997.892976,0,-347.222214,0,1,2,30,100,,0,0
330.4,-0.156349,0.052707,13018.89273,92.196091,-0.37569,0.000001,981.748979,0.001185,-387.224551,0,1,2,30,100,,0,0
330.5,-0.155402,0.052671,13018.16376,92.196278,-0.416302,0,964.103644,0,-426.272769,0,1,2,30,100,,0,0
330.593905,-0.154514,0.052637,13017.41218,92.196452,-0.454227,0,946.222772,0,-462.020696,0,1,2,30,100,,0,0
330.7,-0.153512,0.052598,13016.48552,92.196648,-0.496857,0.000001,924.543147,0.000789,-501.313421,0,1,2,30,100,,0,0
330.8,-0.152569,0.052562,13015.53739,92.196832,-0.536801,0,902.748299,0,-537.215977,0,1,2,30,100,,0,0
330.9,-0.151627,0.052526,13014.51737,92.197016,-0.576525,0,879.691418,0,-571.986568,0,1,2,30,100,,0,0
331,-0.150686,0.05249,13013.42601,92.197199,-0.616029,-0.000001,855.43414,-0.00073,-605.588895,0,1,2,30,100,,0,0
331.093905,-0.149803,0.052456,13012.33659,92.197374,-0.653092,-0.000001,831.513125,-0.001004,-636.186936,0,1,2,30,100,,0,0
331.2,-0.148807,0.052418,13011.03088,92.197571,-0.694753,0,803.321245,0,-669.454281,0,1,2,30,100,,0,0
331.3,-0.147869,0.052382,13009.72805,92.197757,-0.733788,0,775.698385,0,-699.495996,0,1,2,30,100,,0,0
331.4,-0.146932,0.052346,13008.35577,92.197941,-0.772608,0,747.11539,0,-728.243927,0,1,2,30,100,,0,0
331.5,-0.145997,0.05231,13006.91462,92.198125,-0.811213,0,717.635403,0,-755.676768,0,1,2,30,100,,0,0
331.55,-0.145529,0.052292,13006.16838,92.198217,-0.830403,0.000001,702.603717,0.0006,-768.871732,0,1,2,30,100,,0,0
331.6,-0.145062,0.052274,13005.40516,92.198308,-0.84954,0,687.371973,0,-781.732414,0,1,2,30,100,,0,0
331.7,-0.144128,0.052238,13003.82798,92.19849,-0.88772,0,656.287421,0,-806.485203,0,1,2,30,100,,0,0
331.8,-0.143196,0.052202,13002.18354,92.198672,-0.925688,0,624.493264,0,-829.876255,0,1,2,30,100,,0,0
331.9,-0.142264,0.052167,13000.47238,92.198854,-0.963443,0.000001,592.053951,0.000715,-851.893459,0,1,2,30,100,,0,0
332,-0.141334,0.052131,12998.69502,92.199036,-1.00099,0,559.027479,0,-872.531661,0,1,2,30,100,,0,0
332.1,-0.140405,0.052095,12996.85216,92.19921,-1.038144,0,525.638282,0,-891.689052,0,1,2,30,100,,0,0
332.2,-0.139477,0.05206,12994.94449,92.199384,-1.075092,0,491.786549,0,-909.473211,0,1,2,30,100,,0,0
332.3,-0.138549,0.052024,12992.97252,92.199557,-1.111836,0,457.529707,0,-925.88412,0,1,2,30,100,,0,0
332.4,-0.137623,0.051988,12990.93677,92.199729,-1.148377,0,422.924187,0,-940.923987,0,1,2,30,100,,0,0
332.5,-0.136698,0.051953,12988.83775,92.199901,-1.184716,0,388.025356,0,-954.597155,0,1,2,30,100,,0,0
332.593908,-0.13583,0.05192,12986.80944,92.200062,-1.21865,0,355.040802,0,-966.196221,0,1,2,30,100,,0,0
332.7,-0.134851,0.051882,12984.45189,92.200243,-1.256792,0,317.562635,0,-977.871202,0,1,2,30,100,,0,0
332.8,-0.133929,0.051847,12982.16604,92.200412,-1.29253,0,282.104534,0,-987.49033,0,1,2,30,100,,0,0
332.9,-0.133008,0.051811,12979.81891,92.200582,-1.32807,0,246.562787,0,-995.779723,0,1,2,30,100,,0,0
333,-0.132088,0.051776,12977.41099,92.20075,-1.363414,0,210.986611,0,-1002.753079,0,1,2,30,100,,0,0
333.093907,-0.131226,0.051743,12975.09473,92.200919,-1.396602,0,177.411646,0,-1008.148359,0,1,2,30,100,,0,0
333.2,-0.130252,0.051705,12972.41404,92.201109,-1.433905,-0.000001,139.526061,-0.000119,-1012.868907,0,1,2,30,100,,0,0
333.3,-0.129335,0.05167,12969.82579,92.201288,-1.468856,0.000001,103.931376,0.000125,-1015.99819,0,1,2,30,100,,0,0
333.4,-0.128419,0.051635,12967.17833,92.201466,-1.503613,0,68.486351,0,-1017.867779,0,1,2,30,100,,0,0
333.5,-0.127505,0.0516,12964.47214,92.201643,-1.538178,0,33.233803,0,-1018.498808,0,1,2,30,100,,0,0
333.6,-0.126591,0.051564,12961.7077,92.201819,-1.57255,0,-1.784963,0,-1017.913624,0,1,2,30,100,,0,0
333.7,-0.125678,0.051529,12958.88547,92.201995,-1.606731,0.000001,-36.53017,-0.000031,-1016.135697,0,1,2,30,100,,0,0
333.8,-0.124767,0.051494,12956.00592,92.20217,-1.640722,0,-70.963578,0,-1013.189542,0,1,2,30,100,,0,0
333.9,-0.123856,0.051459,12953.06949,92.202297,-1.674543,0,-105.06775,0,-1009.098633,0,1,2,30,100,,0,0
334,-0.122946,0.051424,12950.07663,92.202423,-1.708176,0,-138.787965,0,-1003.890067,0,1,2,30,100,,0,0
334.1,-0.122038,0.051389,12947.02799,92.202584,-1.741402,0,-171.872108,0,-997.628699,0,1,2,30,100,,0,0
334.2,-0.12113,0.051354,12943.9242,92.202745,-1.774444,0,-204.511252,0,-990.31885,0,1,2,30,100,,0,0
334.3,-0.120224,0.05132,12940.76573,92.202905,-1.807302,0,-236.675459,0,-981.988666,0,1,2,30,100,,0,0
334.4,-0.119318,0.051285,12937.55301,92.203065,-1.839978,0,-268.336289,0,-972.666866,0,1,2,30,100,,0,0
334.5,-0.118414,0.05125,12934.28648,92.203224,-1.872471,0.000001,-299.466792,-0.000256,-962.382675,0,1,2,30,100,,0,0
334.593907,-0.117565,0.051217,12931.1704,92.203373,-1.902814,0,-328.188899,0,-951.877477,0,1,2,30,100,,0,0
334.7,-0.116607,0.05118,12927.59376,92.20354,-1.936917,0,-360.037164,0,-939.045854,0,1,2,30,100,,0,0
