时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,迎角,侧滑角,法向过载,燃油消耗,油门位置
429.883369,-0.310218,0.03434,6762.832243,-89.523975,1.466519,-1.377727,7.321199,-37.447642,364.585989,-0.478236,-0.199629,-0.036487,1.151134,5,2.103039,-0.079852,-0.079852,-0.191294,0.191294,-0.003649,-0.003649,-0.003649,-0.003649,-0.003649,-0.003649
430,-0.310602,0.034343,6762.996955,-89.529074,1.457667,-1.429164,5.846712,-41.004635,364.562245,-0.441028,-0.07589,-0.04372,1.152174,5,2.1056,-0.030356,-0.030356,-0.176411,0.176411,-0.004372,-0.004372,-0.004372,-0.004372,-0.004372,-0.004372
430.2,-0.311263,0.034349,6763.277155,-89.538561,1.448296,-1.532372,1.724927,-44.869811,364.7194,-0.51604,-0.046855,-0.047438,1.153954,5,2.10736,-0.018742,-0.018742,-0.206416,0.206416,-0.004744,-0.004744,-0.004744,-0.004744,-0.004744,-0.004744
430.784412,-0.313198,0.034365,6764.078086,-89.565488,1.404172,-1.753325,-11.112469,-60.203209,364.008401,-0.378076,-0.075502,-0.046076,1.15914,5,2.109197,-0.030201,-0.030201,-0.15123,0.15123,-0.004608,-0.004608,-0.004608,-0.004608,-0.004608,-0.004608
431,-0.313915,0.034371,6764.366515,-89.576347,1.395792,-1.808237,-15.141619,-62.567301,364.075818,-0.254708,-0.038872,-0.050366,1.161036,5,2.121886,-0.015549,-0.015549,-0.101883,0.101883,-0.005037,-0.005037,-0.005037,-0.005037,-0.005037,-0.005037
431.1162,-0.314301,0.034374,6764.520402,-89.579558,1.386078,-1.712491,-9.598276,-67.285276,363.751737,0.823972,-0.083597,-0.027636,1.162056,5,2.126395,-0.033439,-0.033439,0.329589,-0.329589,-0.002764,-0.002764,-0.002764,-0.002764,-0.002764,-0.002764
431.284413,-0.314861,0.034378,6764.7417,-89.579161,1.382641,-1.316982,17.401936,-67.083162,363.97538,2.35124,-0.020429,0.002359,1.163528,5,2.128306,-0.008172,-0.008172,0.940496,-0.940496,0.000236,0.000236,0.000236,0.000236,0.000236,0.000236
431.666607,-0.316137,0.034388,6765.242007,-89.5773,1.379,-0.484255,62.686577,-32.975097,364.76076,2.178809,-0.009528,0.004871,1.166863,5,2.130388,-0.003811,-0.003811,0.871524,-0.871524,0.000487,0.000487,0.000487,0.000487,0.000487,0.000487
431.75,-0.316415,0.03439,6765.351068,-89.576859,1.362221,-0.371468,71.737212,-27.945451,363.746147,1.35247,-0.2012,0.005285,1.167587,5,2.139001,-0.08048,-0.08048,0.540988,-0.540988,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529
431.883369,-0.316861,0.034394,6765.525797,-89.575974,1.358893,-0.254174,75.760482,-19.68204,363.84636,0.879472,-0.024953,0.006636,1.168741,5,2.140311,-0.009981,-0.009981,0.351789,-0.351789,0.000664,0.000664,0.000664,0.000664,0.000664,0.000664
432,-0.317252,0.034397,6765.678956,-89.575591,1.352947,-0.188544,79.079829,-15.089231,363.687046,0.562716,-0.05098,0.003283,1.169749,5,2.142887,-0.020392,-0.020392,0.225086,-0.225086,0.000328,0.000328,0.000328,0.000328,0.000328,0.000328
432.2,-0.317922,0.034402,6765.942324,-89.575291,1.347695,-0.116056,81.981581,-9.55738,363.793458,0.36244,-0.026261,0.001502,1.171473,5,2.144653,-0.010504,-0.010504,0.144976,-0.144976,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015
432.784409,-0.319887,0.034416,6766.71622,-89.575515,1.314958,-0.016316,94.791095,-1.546725,362.441227,0.170668,-0.056017,-0.000384,1.176498,5,2.146485,-0.022407,-0.022407,0.068267,-0.068267,-0.000038,-0.000038,-0.000038,-0.000038,-0.000038,-0.000038
433,-0.320614,0.034422,6767.003098,-89.575309,1.312467,-0.000285,95.855214,-0.027339,362.767695,0.074356,-0.011554,0.000957,1.178334,5,2.159254,-0.004622,-0.004622,0.029742,-0.029742,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096
433.1162,-0.321006,0.034425,6767.157917,-89.575268,1.302566,0.003135,99.525144,0.312014,362.103252,0.029434,-0.085213,0.000348,1.179321,5,2.16379,-0.034085,-0.034085,0.011774,-0.011774,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035
433.284412,-0.321575,0.034429,6767.382126,-89.575369,1.297123,-0.00244,101.61708,-0.247901,361.992359,-0.03314,-0.032356,-0.000597,1.180747,5,2.165708,-0.012942,-0.012942,-0.013256,0.013256,-0.00006,-0.00006,-0.00006,-0.00006,-0.00006,-0.00006
433.75,-0.323152,0.03444,6768.002565,-89.575869,1.284746,-0.028688,106.399061,-3.053198,361.906746,-0.056377,-0.026584,-0.001073,1.184685,5,2.167375,-0.010634,-0.010634,-0.022551,0.022551,-0.000107,-0.000107,-0.000107,-0.000107,-0.000107,-0.000107
433.883369,-0.323604,0.034444,6768.180187,-89.576076,1.284005,-0.034559,106.747176,-3.690537,362.167121,-0.044021,-0.005554,-0.001558,1.185798,5,2.177769,-0.002221,-0.002221,-0.017609,0.017609,-0.000156,-0.000156,-0.000156,-0.000156,-0.000156,-0.000156
434,-0.324,0.034447,6768.335412,-89.57624,1.281814,-0.038231,107.613647,-4.116154,362.228187,-0.031482,-0.018789,-0.001403,1.186771,5,2.180355,-0.007516,-0.007516,-0.012593,0.012593,-0.00014,-0.00014,-0.00014,-0.00014,-0.00014,-0.00014
434.2,-0.324681,0.034452,6768.601278,-89.576523,1.279624,-0.043324,108.534871,-4.705118,362.497238,-0.025467,-0.010948,-0.001417,1.188433,5,2.182125,-0.004379,-0.004379,-0.010187,0.010187,-0.000142,-0.000142,-0.000142,-0.000142,-0.000142,-0.000142
434.784412,-0.326673,0.034467,6769.375163,-89.577374,1.269953,-0.054846,112.422469,-6.17215,362.894664,-0.019716,-0.016548,-0.001455,1.193262,5,2.183944,-0.006619,-0.006619,-0.007886,0.007886,-0.000146,-0.000146,-0.000146,-0.000146,-0.000146,-0.000146
435,-0.327411,0.034472,6769.659317,-89.577724,1.267543,-0.057724,113.443348,-6.555697,363.154936,-0.013348,-0.011178,-0.001626,1.195019,5,2.196766,-0.004471,-0.004471,-0.005339,0.005339,-0.000163,-0.000163,-0.000163,-0.000163,-0.000163,-0.000163
435.1162,-0.327808,0.034475,6769.812131,-89.578032,1.264532,-0.065344,114.571062,-7.497257,363.096645,-0.06558,-0.025918,-0.002646,1.195962,5,2.201315,-0.010367,-0.010367,-0.026232,0.026232,-0.000265,-0.000265,-0.000265,-0.000265,-0.000265,-0.000265
435.3,-0.328438,0.03448,6770.053326,-89.578787,1.262468,-0.090417,115.235883,-10.447788,363.30847,-0.136413,-0.01123,-0.004108,1.197448,5,2.203155,-0.004492,-0.004492,-0.054565,0.054565,-0.000411,-0.000411,-0.000411,-0.000411,-0.000411,-0.000411
435.8,-0.330156,0.034492,6770.706153,-89.58087,1.253522,-0.14777,118.051796,-17.572571,363.473201,-0.114705,-0.017891,-0.004166,1.201472,5,2.205004,-0.007156,-0.007156,-0.045882,0.045882,-0.000417,-0.000417,-0.000417,-0.000417,-0.000417,-0.000417
435.883369,-0.330443,0.034494,6770.814527,-89.581288,1.25275,-0.153544,118.290626,-18.306899,363.580512,-0.069261,-0.009262,-0.005007,1.202134,5,2.216504,-0.003705,-0.003705,-0.027704,0.027704,-0.000501,-0.000501,-0.000501,-0.000501,-0.000501,-0.000501
436,-0.330844,0.034497,6770.965893,-89.581873,1.25103,-0.161122,118.856757,-19.31793,363.652728,-0.064977,-0.01475,-0.005019,1.203058,5,2.217901,-0.0059,-0.0059,-0.025991,0.025991,-0.000502,-0.000502,-0.000502,-0.000502,-0.000502,-0.000502
436.25,-0.331706,0.034504,6771.289289,-89.583133,1.248442,-0.175276,119.69339,-21.1969,363.935339,-0.056615,-0.01035,-0.005042,1.205035,5,2.219413,-0.00414,-0.00414,-0.022646,0.022646,-0.000504,-0.000504,-0.000504,-0.000504,-0.000504,-0.000504
436.666607,-0.333146,0.034514,6771.82475,-89.585221,1.243604,-0.192191,121.373272,-23.618359,364.329016,-0.040602,-0.011614,-0.005011,1.208314,5,2.223259,-0.004646,-0.004646,-0.016241,0.016241,-0.000501,-0.000501,-0.000501,-0.000501,-0.000501,-0.000501
436.784413,-0.333553,0.034517,6771.975352,-89.585817,1.238743,-0.195484,123.124098,-24.380167,363.999643,-0.027955,-0.041264,-0.005061,1.209233,5,2.232608,-0.016506,-0.016506,-0.011182,0.011182,-0.000506,-0.000506,-0.000506,-0.000506,-0.000506,-0.000506
437,-0.3343,0.034523,6772.249957,-89.586983,1.236184,-0.201518,124.057682,-25.343855,364.178536,-0.027988,-0.011869,-0.005409,1.210904,5,2.234321,-0.004748,-0.004748,-0.011195,0.011195,-0.000541,-0.000541,-0.000541,-0.000541,-0.000541,-0.000541
437.1162,-0.334703,0.034526,6772.39742,-89.587419,1.233334,-0.193779,125.360619,-24.600953,364.084983,0.066601,-0.024526,-0.00375,1.211801,5,2.238879,-0.009811,-0.009811,0.02664,-0.02664,-0.000375,-0.000375,-0.000375,-0.000375,-0.000375,-0.000375
437.3,-0.335342,0.03453,6772.62984,-89.587673,1.230982,-0.157421,127.165031,-20.185517,364.20656,0.197811,-0.012795,-0.001379,1.213214,5,2.240716,-0.005118,-0.005118,0.079124,-0.079124,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138
437.8,-0.337081,0.034543,6773.256679,-89.588336,1.22168,-0.07514,132.181066,-9.950861,364.135178,0.164562,-0.018604,-0.001328,1.217042,5,2.242548,-0.007442,-0.007442,0.065825,-0.065825,-0.000133,-0.000133,-0.000133,-0.000133,-0.000133,-0.000133
437.883369,-0.337372,0.034545,6773.360412,-89.588385,1.220952,-0.06893,132.573156,-9.152824,364.226216,0.074487,-0.008736,-0.000587,1.217671,5,2.25408,-0.003494,-0.003494,0.029795,-0.029795,-0.000059,-0.000059,-0.000059,-0.000059,-0.000059,-0.000059
438,-0.337779,0.034548,6773.505152,-89.588498,1.219329,-0.063502,133.306361,-8.476611,364.272155,0.046544,-0.013911,-0.000964,1.218549,5,2.255476,-0.005564,-0.005564,0.018617,-0.018617,-0.000096,-0.000096,-0.000096,-0.000096,-0.000096,-0.000096
438.25,-0.338652,0.034554,6773.813928,-89.588816,1.216881,-0.058125,134.446438,-7.823446,364.503825,0.02151,-0.009793,-0.001275,1.220429,5,2.25698,-0.003917,-0.003917,0.008604,-0.008604,-0.000127,-0.000127,-0.000127,-0.000127,-0.000127,-0.000127
438.7,-0.340226,0.034565,6774.364769,-89.589437,1.212105,-0.054519,136.585226,-7.453919,364.857604,0.008012,-0.010613,-0.001379,1.223796,5,2.260646,-0.004245,-0.004245,0.003205,-0.003205,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138
439,-0.341279,0.034573,6774.728536,-89.58983,1.206547,-0.05301,138.870479,-7.368466,364.751738,0.00503,-0.018526,-0.001311,1.22602,5,2.269874,-0.007411,-0.007411,0.002012,-0.002012,-0.000131,-0.000131,-0.000131,-0.000131,-0.000131,-0.000131
439.1162,-0.341687,0.034576,6774.868726,-89.589611,1.203557,-0.032161,140.180836,-4.509898,364.587112,0.179426,-0.025738,0.001886,1.226873,5,2.276462,-0.010295,-0.010295,0.07177,-0.07177,0.000189,0.000189,0.000189,0.000189,0.000189,0.000189
439.3,-0.342333,0.03458,6775.089786,-89.588478,1.202137,0.042071,140.799886,5.927067,364.785199,0.403873,-0.007726,0.006166,1.228216,5,2.278295,-0.003091,-0.003091,0.161549,-0.161549,0.000617,0.000617,0.000617,0.000617,0.000617,0.000617
439.784411,-0.344039,0.034593,6775.669181,-89.585577,1.195178,0.197897,141.061695,28.285951,364.836431,0.321682,-0.014364,0.005987,1.231739,5,2.280189,-0.005746,-0.005746,0.128673,-0.128673,0.000599,0.000599,0.000599,0.000599,0.000599,0.000599
439.883369,-0.344388,0.034595,6775.787016,-89.584729,1.194448,0.218532,140.788835,31.266125,364.940778,0.208517,-0.007377,0.008574,1.232448,5,2.291293,-0.002951,-0.002951,0.083407,-0.083407,0.000857,0.000857,0.000857,0.000857,0.000857,0.000857
440,-0.344799,0.034598,6775.925662,-89.583657,1.192751,0.24503,140.606697,35.159281,364.941813,0.227194,-0.014554,0.00919,1.233283,5,2.293061,-0.005822,-0.005822,0.090877,-0.090877,0.000919,0.000919,0.000919,0.000919,0.000919,0.000919
440.25,-0.345683,0.034605,6776.221866,-89.581284,1.190368,0.297736,139.591443,42.834726,365.121549,0.210827,-0.009533,0.009493,1.235068,5,2.294557,-0.003813,-0.003813,0.084331,-0.084331,0.000949,0.000949,0.000949,0.000949,0.000949,0.000949
440.7,-0.347276,0.034616,6776.751184,-89.577103,1.185802,0.363134,138.407212,52.592673,365.392066,0.145328,-0.010147,0.009292,1.238265,5,2.298211,-0.004059,-0.004059,0.058131,-0.058131,0.000929,0.000929,0.000929,0.000929,0.000929,0.000929
441,-0.348341,0.034624,6777.101051,-89.574209,1.180237,0.389265,139.101017,57.058746,365.182793,0.087105,-0.018548,0.009647,1.240378,5,2.307447,-0.007419,-0.007419,0.034842,-0.034842,0.000965,0.000965,0.000965,0.000965,0.000965,0.000965
441.1162,-0.348754,0.034627,6777.235863,-89.573426,1.176742,0.373374,141.269626,55.342408,364.892663,-0.136756,-0.030077,0.006736,1.241188,5,2.314046,-0.012031,-0.012031,-0.054702,0.054702,0.000674,0.000674,0.000674,0.000674,0.000674,0.000674
441.3,-0.349407,0.034632,6777.44818,-89.573064,1.174235,0.295935,146.15174,44.559933,364.884547,-0.421323,-0.01364,0.001971,1.242463,5,2.315874,-0.005456,-0.005456,-0.168529,0.168529,0.000197,0.000197,0.000197,0.000197,0.000197,0.000197
441.666607,-0.350713,0.034641,6777.867884,-89.57239,1.169896,0.162071,152.662357,24.961129,364.958757,-0.365143,-0.011836,0.001838,1.244997,5,2.318367,-0.004735,-0.004735,-0.146057,0.146057,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
441.784411,-0.351133,0.034644,6778.001625,-89.57213,1.166091,0.139316,154.664917,21.687842,364.603461,-0.19316,-0.032298,0.002202,1.245805,5,2.326561,-0.012919,-0.012919,-0.077264,0.077264,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022
441.883369,-0.351486,0.034647,6778.113526,-89.571987,1.164466,0.126614,155.599565,19.807002,364.545925,-0.128364,-0.016424,0.001443,1.24648,5,2.328873,-0.00657,-0.00657,-0.051345,0.051345,0.000144,0.000144,0.000144,0.000144,0.000144,0.000144
442,-0.351902,0.03465,6778.244898,-89.571804,1.162993,0.115381,156.444584,18.131329,364.545656,-0.096306,-0.012628,0.001577,1.247273,5,2.330639,-0.005051,-0.005051,-0.038523,0.038523,0.000158,0.000158,0.000158,0.000158,0.000158,0.000158
442.25,-0.352796,0.034657,6778.524676,-89.571345,1.160638,0.099104,157.786291,15.688615,364.667376,-0.065111,-0.009419,0.001834,1.248968,5,2.332126,-0.003768,-0.003768,-0.026044,0.026044,0.000183,0.000183,0.000183,0.000183,0.000183,0.000183
442.7,-0.354407,0.034669,6779.022309,-89.570432,1.156166,0.083568,160.021659,13.403928,364.837074,-0.034524,-0.009938,0.002028,1.252005,5,2.335765,-0.003975,-0.003975,-0.013809,0.013809,0.000203,0.000203,0.000203,0.000203,0.000203,0.000203
443,-0.355483,0.034677,6779.349976,-89.569851,1.151131,0.078628,162.173872,12.777681,364.605522,-0.016469,-0.016783,0.001939,1.25401,5,2.345005,-0.006713,-0.006713,-0.006587,0.006587,0.000194,0.000194,0.000194,0.000194,0.000194,0.000194
443.1162,-0.3559,0.03468,6779.476062,-89.569561,1.148328,0.082216,163.244513,13.451553,364.370939,0.030877,-0.024118,0.002495,1.25478,5,2.351612,-0.009647,-0.009647,0.012351,-0.012351,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025
443.28441,-0.356505,0.034685,6779.657822,-89.568994,1.146762,0.095902,163.756961,15.753016,364.434428,0.081368,-0.009311,0.00337,1.255887,5,2.353518,-0.003724,-0.003724,0.032547,-0.032547,0.000337,0.000337,0.000337,0.000337,0.000337,0.000337
443.784412,-0.358305,0.034698,6780.193323,-89.567418,1.143462,0.124169,164.867086,20.57717,364.83718,0.056532,-0.0066,0.003152,1.259167,5,2.354913,-0.00264,-0.00264,0.022613,-0.022613,0.000315,0.000315,0.000315,0.000315,0.000315,0.000315
443.883369,-0.358662,0.034701,6780.298491,-89.567131,1.139475,0.125724,166.361642,21.026475,364.357237,0.015714,-0.040297,0.002893,1.25981,5,2.36643,-0.016119,-0.016119,0.006285,-0.006285,0.000289,0.000289,0.000289,0.000289,0.000289,0.000289
444,-0.359083,0.034704,6780.42212,-89.566764,1.13808,0.126549,166.947351,21.240597,364.3399,0.007081,-0.011954,0.003149,1.260562,5,2.368193,-0.004782,-0.004782,0.002832,-0.002832,0.000315,0.000315,0.000315,0.000315,0.000315,0.000315
444.25,-0.359986,0.034711,6780.685957,-89.565977,1.136159,0.127746,167.829168,21.556949,364.478843,0.004788,-0.007687,0.003148,1.26217,5,2.36967,-0.003075,-0.003075,0.001915,-0.001915,0.000315,0.000315,0.000315,0.000315,0.000315,0.000315
444.7,-0.361614,0.034723,6781.156885,-89.564583,1.130636,0.128093,170.200823,21.921621,364.363633,0.000771,-0.012273,0.003097,1.265041,5,2.373293,-0.004909,-0.004909,0.000308,-0.000308,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031
445,-0.362701,0.034731,6781.468007,-89.563659,1.128012,0.127778,171.411166,22.022595,364.456001,-0.001051,-0.008746,0.003083,1.266937,5,2.382534,-0.003498,-0.003498,-0.00042,0.00042,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308
445.1162,-0.363123,0.034734,6781.587914,-89.563159,1.12544,0.136175,172.247109,23.601841,364.219344,0.072263,-0.022132,0.004297,1.267667,5,2.389146,-0.008853,-0.008853,0.028905,-0.028905,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043
445.284409,-0.363734,0.034739,6781.760922,-89.562157,1.124025,0.163484,172.188781,28.403678,364.273703,0.162353,-0.008411,0.005959,1.268717,5,2.391046,-0.003364,-0.003364,0.064941,-0.064941,0.000596,0.000596,0.000596,0.000596,0.000596,0.000596
445.8,-0.365609,0.034753,6782.287311,-89.55912,1.11807,0.22816,172.536451,40.06359,364.142427,0.12544,-0.011551,0.00589,1.27192,5,2.392334,-0.00462,-0.00462,0.050176,-0.050176,0.000589,0.000589,0.000589,0.000589,0.000589,0.000589
445.883369,-0.365912,0.034756,6782.371884,-89.558567,1.117216,0.234165,172.664404,41.187504,364.136726,0.072024,-0.010247,0.006637,1.272431,5,2.404323,-0.004099,-0.004099,0.028809,-0.028809,0.000664,0.000664,0.000664,0.000664,0.000664,0.000664
446,-0.366337,0.034759,6782.489939,-89.55776,1.115912,0.243561,172.827074,42.946508,364.10825,0.080562,-0.011183,0.006918,1.273144,5,2.405707,-0.004473,-0.004473,0.032225,-0.032225,0.000692,0.000692,0.000692,0.000692,0.000692,0.000692
446.25,-0.367249,0.034766,6782.741911,-89.555995,1.113979,0.262929,172.848206,46.523788,364.197822,0.077471,-0.00773,0.007061,1.274668,5,2.407173,-0.003092,-0.003092,0.030988,-0.030988,0.000706,0.000706,0.000706,0.000706,0.000706,0.000706
446.666607,-0.368771,0.034778,6783.158344,-89.553087,1.110427,0.284985,173.362898,50.788324,364.278714,0.052944,-0.008528,0.006979,1.277197,5,2.410958,-0.003411,-0.003411,0.021177,-0.021177,0.000698,0.000698,0.000698,0.000698,0.000698,0.000698
446.75,-0.369076,0.03478,6783.241171,-89.552504,1.107282,0.28776,174.387063,51.614162,363.851311,0.033271,-0.037706,0.006987,1.277698,5,2.420564,-0.015082,-0.015082,0.013308,-0.013308,0.000699,0.000699,0.000699,0.000699,0.000699,0.000699
447,-0.369991,0.034787,6783.488342,-89.550608,1.105366,0.298441,174.695171,53.741297,363.925948,0.042725,-0.007663,0.007586,1.279192,5,2.421223,-0.003065,-0.003065,0.01709,-0.01709,0.000759,0.000759,0.000759,0.000759,0.000759,0.000759
447.1162,-0.370417,0.03479,6783.602671,-89.550158,1.104126,0.276859,176.343141,50.109156,363.894965,-0.185728,-0.010672,0.003875,1.279883,5,2.426631,-0.004269,-0.004269,-0.074291,0.074291,0.000387,0.000387,0.000387,0.000387,0.000387,0.000387
447.28441,-0.371033,0.034795,6783.767721,-89.550328,1.10378,0.197793,180.013098,36.077015,364.113587,-0.470047,-0.002059,-0.00101,1.280878,5,2.428524,-0.000824,-0.000824,-0.188019,0.188019,-0.000101,-0.000101,-0.000101,-0.000101,-0.000101,-0.000101
447.8,-0.372926,0.03481,6784.272387,-89.550363,1.100361,0.026635,185.207659,4.934157,364.34314,-0.331965,-0.006631,-0.000069,1.283915,5,2.429787,-0.002652,-0.002652,-0.132786,0.132786,-0.000007,-0.000007,-0.000007,-0.000007,-0.000007,-0.000007
447.883369,-0.373233,0.034812,6784.353917,-89.550489,1.10008,0.015675,185.42274,2.906709,364.427727,-0.131465,-0.003377,-0.001515,1.284399,5,2.441787,-0.001351,-0.001351,-0.052586,0.052586,-0.000152,-0.000152,-0.000152,-0.000152,-0.000152,-0.000152
448,-0.373662,0.034816,6784.467989,-89.550651,1.099171,0.002548,185.873571,0.473601,364.449932,-0.11255,-0.007795,-0.001385,1.285074,5,2.443166,-0.003118,-0.003118,-0.04502,0.04502,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138,-0.000138
448.25,-0.374582,0.034823,6784.712472,-89.550967,1.098035,-0.019542,186.460955,-3.644216,364.646691,-0.088358,-0.004542,-0.001264,1.286518,5,2.444621,-0.001817,-0.001817,-0.035343,0.035343,-0.000126,-0.000126,-0.000126,-0.000126,-0.000126,-0.000126
448.75,-0.376426,0.034837,6785.200889,-89.551564,1.093018,-0.046954,188.534336,-8.858898,364.515399,-0.054824,-0.010033,-0.001195,1.289387,5,2.447932,-0.004013,-0.004013,-0.02193,0.02193,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012
449,-0.377349,0.034845,6785.444623,-89.552009,1.092005,-0.057351,189.007193,-10.851737,364.722155,-0.041591,-0.004054,-0.001779,1.290801,5,2.458646,-0.001622,-0.001622,-0.016636,0.016636,-0.000178,-0.000178,-0.000178,-0.000178,-0.000178,-0.000178
449.1162,-0.377779,0.034848,6785.557752,-89.552139,1.090072,-0.05655,189.814988,-10.745503,364.539781,0.006897,-0.016629,-0.001113,1.291455,5,2.464053,-0.006652,-0.006652,0.002759,-0.002759,-0.000111,-0.000111,-0.000111,-0.000111,-0.000111,-0.000111
449.2,-0.378089,0.03485,6785.639262,-89.552154,1.089111,-0.050713,190.293258,-9.658541,364.488965,0.06966,-0.011469,-0.000188,1.291925,5,2.466403,-0.004588,-0.004588,0.027864,-0.027864,-0.000019,-0.000019,-0.000019,-0.000019,-0.000019,-0.000019
449.8,-0.380311,0.034868,6786.220686,-89.552112,1.084803,-0.007675,192.597249,-1.478274,364.603603,0.071729,-0.007181,0.000071,1.295271,5,2.465137,-0.002872,-0.002872,0.028692,-0.028692,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
449.883369,-0.38062,0.03487,6786.301147,-89.552124,1.083507,-0.006929,193.138609,-1.338315,364.482531,0.00895,-0.015537,-0.000148,1.29573,5,2.479182,-0.006215,-0.006215,0.00358,-0.00358,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015
450,-0.381053,0.034874,6786.413563,-89.552135,1.082499,-0.006367,193.601865,-1.23275,364.466955,0.004817,-0.008643,-0.000093,1.296369,5,2.480556,-0.003457,-0.003457,0.001927,-0.001927,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009
450.3,-0.382167,0.034882,6786.701891,-89.552176,1.079835,-0.006049,194.81783,-1.178376,364.408604,0.001063,-0.008881,-0.000136,1.298008,5,2.481723,-0.003552,-0.003552,0.000425,-0.000425,-0.000014,-0.000014,-0.000014,-0.000014,-0.000014,-0.000014
450.75,-0.383841,0.034895,6787.132025,-89.552242,1.07603,-0.006186,196.570228,-1.215935,364.345668,-0.000305,-0.008456,-0.000148,1.300446,5,2.486494,-0.003382,-0.003382,-0.000122,0.000122,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015
451,-0.384772,0.034903,6787.36972,-89.55228,1.074998,-0.006271,197.148044,-1.236424,364.516433,-0.000343,-0.004127,-0.000151,1.301785,5,2.495994,-0.001651,-0.001651,-0.000137,0.000137,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015,-0.000015
451.1162,-0.385205,0.034906,6787.479889,-89.552183,1.073321,0.000679,197.856994,0.134331,364.357962,0.059814,-0.014438,0.000838,1.302405,5,2.501398,-0.005775,-0.005775,0.023926,-0.023926,0.000084,0.000084,0.000084,0.000084,0.000084,0.000084
451.2,-0.385517,0.034908,6787.559223,-89.552015,1.072503,0.011237,198.209703,2.227309,364.320072,0.125988,-0.009754,0.002004,1.30285,5,2.503745,-0.003901,-0.003901,0.050395,-0.050395,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
451.666607,-0.38726,0.034922,6787.99937,-89.550989,1.06906,0.067193,199.40113,13.418498,364.321713,0.119921,-0.00738,0.002199,1.305316,5,2.503185,-0.002952,-0.002952,0.047968,-0.047968,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022
451.8,-0.387758,0.034926,6788.124724,-89.550644,1.068415,0.075926,199.61662,15.185374,364.386504,0.065474,-0.004833,0.002583,1.306013,5,2.513731,-0.001933,-0.001933,0.02619,-0.02619,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258
451.883369,-0.38807,0.034928,6788.202961,-89.550438,1.067312,0.080002,200.019741,16.036172,364.286214,0.048884,-0.013227,0.002471,1.306447,5,2.516495,-0.005291,-0.005291,0.019554,-0.019554,0.000247,0.000247,0.000247,0.000247,0.000247,0.000247
452,-0.388506,0.034932,6788.312265,-89.550144,1.066511,0.084944,200.321272,17.057117,364.293637,0.042373,-0.006868,0.002522,1.307053,5,2.517863,-0.002747,-0.002747,0.016949,-0.016949,0.000252,0.000252,0.000252,0.000252,0.000252,0.000252
452.3,-0.389629,0.034941,6788.592566,-89.549391,1.065048,0.095485,200.898727,19.241263,364.430297,0.035136,-0.004879,0.002511,1.308606,5,2.519014,-0.001952,-0.001952,0.014054,-0.014054,0.000251,0.000251,0.000251,0.000251,0.000251,0.000251
452.75,-0.391317,0.034954,6789.010534,-89.54828,1.059984,0.105225,202.891813,21.428343,364.044839,0.021644,-0.011253,0.002469,1.310923,5,2.523763,-0.004501,-0.004501,0.008658,-0.008658,0.000247,0.000247,0.000247,0.000247,0.000247,0.000247
453,-0.392255,0.034961,6789.241372,-89.54759,1.059126,0.109761,203.298533,22.404323,364.220013,0.018146,-0.003433,0.002758,1.312189,5,2.533254,-0.001373,-0.001373,0.007259,-0.007259,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276
453.1162,-0.392692,0.034965,6789.348321,-89.547681,1.057645,0.086326,204.395837,17.688631,364.07887,-0.201679,-0.012744,-0.000779,1.312776,5,2.538654,-0.005097,-0.005097,-0.080672,0.080672,-0.000078,-0.000078,-0.000078,-0.000078,-0.000078,-0.000078
453.2,-0.393007,0.034967,6789.425323,-89.548103,1.056929,0.048559,205.243848,9.974214,364.048171,-0.450685,-0.008544,-0.005035,1.313196,5,2.540997,-0.003418,-0.003418,-0.180274,0.180274,-0.000503,-0.000503,-0.000503,-0.000503,-0.000503,-0.000503
