时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,迎角,侧滑角,法向过载,燃油消耗,油门位置
21.666607,-1.114244,0.082746,9143.958484,91.087665,4.85228,0.360958,35.781991,13.507604,-271.617972,-0.034269,-0.000299,0.010592,0.890022,6,2.566587,-0.000119,-0.000119,-0.013708,0.013708,0.001059,0.001059,0.001059,0.001059,0.001059,0.001059
21.75,-1.114039,0.082742,9143.958514,91.088526,4.852151,0.358256,35.785745,13.398646,-271.623397,-0.032405,-0.001541,0.010332,0.890024,6,2.578683,-0.000616,-0.000616,-0.012962,0.012962,0.001033,0.001033,0.001033,0.001033,0.001033,0.001033
22,-1.113422,0.082731,9143.958602,91.091036,4.852074,0.350075,35.874619,13.098292,-271.627763,-0.032725,-0.000309,0.010041,0.890029,6,2.554311,-0.000124,-0.000124,-0.01309,0.01309,0.001004,0.001004,0.001004,0.001004,0.001004,0.001004
22.2,-1.112929,0.082722,9143.958674,91.093013,4.852012,0.343621,35.942628,12.860844,-271.631205,-0.03227,-0.000311,0.009885,0.890032,6,2.545946,-0.000124,-0.000124,-0.012908,0.012908,0.000989,0.000989,0.000989,0.000989,0.000989,0.000989
22.784409,-1.111487,0.082695,9143.958879,91.098762,4.851928,0.326219,36.139843,12.22632,-271.637267,-0.029776,-0.000143,0.009837,0.890042,6,2.492059,-0.000057,-0.000057,-0.011911,0.011911,0.000984,0.000984,0.000984,0.000984,0.000984,0.000984
23,-1.110956,0.082685,9143.958956,91.100858,4.851797,0.320602,36.174178,12.011917,-271.643198,-0.026054,-0.00061,0.009724,0.890045,6,2.501736,-0.000244,-0.000244,-0.010422,0.010422,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972
23.3,-1.110216,0.082671,9143.959062,91.10369,4.851657,0.313227,36.225773,11.733127,-271.649616,-0.024585,-0.000466,0.009439,0.890048,6,2.481552,-0.000187,-0.000187,-0.009834,0.009834,0.000944,0.000944,0.000944,0.000944,0.000944,0.000944
23.75,-1.109106,0.08265,9143.959222,91.107836,4.851578,0.302186,36.332814,11.326133,-271.654105,-0.024535,-0.000176,0.009213,0.890053,6,2.450946,-0.00007,-0.00007,-0.009814,0.009814,0.000921,0.000921,0.000921,0.000921,0.000921,0.000921
24,-1.108489,0.082638,9143.959312,91.110103,4.851468,0.296591,36.367193,11.113997,-271.658996,-0.022379,-0.000439,0.009066,0.890055,6,2.449774,-0.000176,-0.000176,-0.008952,0.008952,0.000907,0.000907,0.000907,0.000907,0.000907,0.000907
24.295695,-1.10776,0.082625,9143.959417,91.112715,4.851351,0.290192,36.407259,10.872022,-271.664174,-0.021639,-0.000395,0.008833,0.890058,6,2.433324,-0.000158,-0.000158,-0.008656,0.008656,0.000883,0.000883,0.000883,0.000883,0.000883,0.000883
24.784412,-1.106555,0.082602,9143.959591,91.116942,4.851273,0.279785,36.498225,10.486742,-271.668237,-0.021295,-0.00016,0.00865,0.890061,6,2.400835,-0.000064,-0.000064,-0.008518,0.008518,0.000865,0.000865,0.000865,0.000865,0.000865,0.000865
25,-1.106023,0.082592,9143.959668,91.118774,4.851174,0.275572,36.516169,10.325527,-271.672429,-0.019545,-0.000461,0.008497,0.890063,6,2.405515,-0.000184,-0.000184,-0.007818,0.007818,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085
25.3,-1.105283,0.082577,9143.959775,91.121256,4.851053,0.269846,36.543039,10.107519,-271.677533,-0.019086,-0.000404,0.008276,0.890065,6,2.388053,-0.000162,-0.000162,-0.007634,0.007634,0.000828,0.000828,0.000828,0.000828,0.000828,0.000828
25.75,-1.104173,0.082556,9143.959935,91.124912,4.850988,0.261378,36.610466,9.793231,-271.680673,-0.018816,-0.000143,0.008123,0.890067,6,2.361444,-0.000057,-0.000057,-0.007527,0.007527,0.000812,0.000812,0.000812,0.000812,0.000812,0.000812
26,-1.103556,0.082544,9143.960023,91.126913,4.850898,0.257079,36.628621,9.629524,-271.684419,-0.017198,-0.00036,0.008006,0.890068,6,2.361203,-0.000144,-0.000144,-0.006879,0.006879,0.000801,0.000801,0.000801,0.000801,0.000801,0.000801
26.3,-1.102816,0.08253,9143.960129,91.129258,4.850785,0.252055,36.646715,9.437703,-271.689067,-0.016746,-0.000378,0.007817,0.890069,6,2.346606,-0.000151,-0.000151,-0.006699,0.006699,0.000782,0.000782,0.000782,0.000782,0.000782,0.000782
26.666607,-1.101912,0.082512,9143.960258,91.132066,4.850716,0.245952,36.685686,9.209361,-271.692038,-0.016648,-0.000186,0.00766,0.89007,6,2.328945,-0.000075,-0.000075,-0.006659,0.006659,0.000766,0.000766,0.000766,0.000766,0.000766,0.000766
26.78441,-1.101622,0.082507,9143.9603,91.132952,4.850635,0.244072,36.681638,9.135074,-271.695204,-0.015958,-0.000686,0.007518,0.890071,6,2.336463,-0.000274,-0.000274,-0.006383,0.006383,0.000752,0.000752,0.000752,0.000752,0.000752,0.000752
27,-1.10109,0.082496,9143.960376,91.13454,4.850546,0.24061,36.689549,9.002288,-271.698754,-0.016055,-0.000413,0.007368,0.890071,6,2.323468,-0.000165,-0.000165,-0.006422,0.006422,0.000737,0.000737,0.000737,0.000737,0.000737,0.000737
27.28441,-1.100388,0.082483,9143.960475,91.136612,4.850513,0.236074,36.721339,8.833684,-271.700226,-0.015949,-0.000116,0.007284,0.890072,6,2.309501,-0.000046,-0.000046,-0.00638,0.00638,0.000728,0.000728,0.000728,0.000728,0.000728,0.000728
27.75,-1.09924,0.08246,9143.960637,91.139985,4.850454,0.229219,36.765385,8.578077,-271.702806,-0.014725,-0.000127,0.007245,0.890073,6,2.28405,-0.000051,-0.000051,-0.00589,0.00589,0.000724,0.000724,0.000724,0.000724,0.000724,0.000724
28,-1.098623,0.082448,9143.960724,91.141774,4.850376,0.225881,36.77327,8.450601,-271.705896,-0.01335,-0.000311,0.007157,0.890074,6,2.28523,-0.000124,-0.000124,-0.00534,0.00534,0.000716,0.000716,0.000716,0.000716,0.000716,0.000716
28.25,-1.098007,0.082436,9143.96081,91.143524,4.850261,0.222613,36.77009,8.323455,-271.710392,-0.013072,-0.000462,0.006999,0.890074,6,2.276487,-0.000185,-0.000185,-0.005229,0.005229,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
28.784411,-1.096689,0.08241,9143.960993,91.147191,4.850197,0.215498,36.811562,8.057959,-271.713055,-0.013313,-0.000119,0.006862,0.890075,6,2.245489,-0.000048,-0.000048,-0.005325,0.005325,0.000686,0.000686,0.000686,0.000686,0.000686,0.000686
29,-1.096157,0.0824,9143.961066,91.148647,4.85013,0.212829,36.815088,7.955813,-271.715683,-0.012381,-0.000312,0.006755,0.890075,6,2.252702,-0.000125,-0.000125,-0.004952,0.004952,0.000676,0.000676,0.000676,0.000676,0.000676,0.000676
29.28441,-1.095455,0.082386,9143.961163,91.150531,4.849998,0.209449,36.806771,7.823896,-271.720749,-0.011884,-0.000463,0.006622,0.890076,6,2.240373,-0.000185,-0.000185,-0.004754,0.004754,0.000662,0.000662,0.000662,0.000662,0.000662,0.000662
29.8,-1.094184,0.082361,9143.961337,91.15389,4.849944,0.203322,36.839661,7.595249,-271.722959,-0.011885,-0.000105,0.006516,0.890076,6,2.213991,-0.000042,-0.000042,-0.004754,0.004754,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652
30,-1.09369,0.082351,9143.961404,91.155175,4.849871,0.201125,36.836731,7.510341,-271.725776,-0.010981,-0.000367,0.006422,0.890076,6,2.221523,-0.000147,-0.000147,-0.004393,0.004393,0.000642,0.000642,0.000642,0.000642,0.000642,0.000642
30.25,-1.093074,0.082339,9143.961488,91.156748,4.849744,0.198431,36.823081,7.404279,-271.730602,-0.010777,-0.000507,0.006291,0.890077,6,2.211739,-0.000203,-0.000203,-0.004311,0.004311,0.000629,0.000629,0.000629,0.000629,0.000629,0.000629
30.7,-1.091964,0.082317,9143.961637,91.159533,4.849695,0.193505,36.846018,7.22024,-271.732553,-0.010946,-0.000109,0.006191,0.890077,6,2.189881,-0.000044,-0.000044,-0.004379,0.004379,0.000619,0.000619,0.000619,0.000619,0.000619,0.000619
31,-1.091224,0.082302,9143.961737,91.161371,4.849631,0.190469,36.850796,7.105062,-271.735005,-0.010121,-0.000212,0.006124,0.890077,6,2.187516,-0.000085,-0.000085,-0.004048,0.004048,0.000612,0.000612,0.000612,0.000612,0.000612,0.000612
31.284412,-1.090522,0.082288,9143.96183,91.163084,4.84952,0.187735,36.84035,6.998651,-271.739234,-0.009612,-0.000392,0.006025,0.890077,6,2.180066,-0.000157,-0.000157,-0.003845,0.003845,0.000603,0.000603,0.000603,0.000603,0.000603,0.000603
31.666607,-1.08958,0.082269,9143.961955,91.165343,4.849447,0.184009,36.846547,6.857663,-271.742051,-0.00975,-0.000192,0.005911,0.890078,6,2.165403,-0.000077,-0.000077,-0.0039,0.0039,0.000591,0.000591,0.000591,0.000591,0.000591,0.000591
31.8,-1.089251,0.082262,9143.961999,91.166119,4.849377,0.182733,36.836598,6.807184,-271.744688,-0.009567,-0.000524,0.005811,0.890078,6,2.171906,-0.00021,-0.00021,-0.003827,0.003827,0.000581,0.000581,0.000581,0.000581,0.000581,0.000581
32,-1.088757,0.082252,9143.962064,91.167263,4.849283,0.180817,36.824554,6.732033,-271.748219,-0.009578,-0.000468,0.005721,0.890078,6,2.163738,-0.000187,-0.000187,-0.003831,0.003831,0.000572,0.000572,0.000572,0.000572,0.000572,0.000572
32.25,-1.088141,0.08224,9143.962145,91.168678,4.849251,0.178415,36.832071,6.642008,-271.749446,-0.009609,-0.000128,0.005662,0.890078,6,2.155008,-0.000051,-0.000051,-0.003844,0.003844,0.000566,0.000566,0.000566,0.000566,0.000566,0.000566
32.7,-1.087031,0.082217,9143.96229,91.171211,4.849201,0.174315,36.845538,6.488565,-271.751379,-0.009112,-0.000112,0.005628,0.890078,6,2.135266,-0.000045,-0.000045,-0.003645,0.003645,0.000563,0.000563,0.000563,0.000563,0.000563,0.000563
33,-1.086291,0.082203,9143.962386,91.172885,4.849139,0.171822,36.844958,6.393823,-271.753733,-0.008308,-0.000207,0.005579,0.890078,6,2.133539,-0.000083,-0.000083,-0.003323,0.003323,0.000558,0.000558,0.000558,0.000558,0.000558,0.000558
33.284411,-1.085589,0.082188,9143.962477,91.174445,4.849028,0.169546,36.829702,6.304862,-271.757904,-0.008002,-0.00039,0.005487,0.890078,6,2.126997,-0.000156,-0.000156,-0.003201,0.003201,0.000549,0.000549,0.000549,0.000549,0.000549,0.000549
33.8,-1.084318,0.082163,9143.962639,91.177224,4.848955,0.165339,36.836313,6.146575,-271.760674,-0.008161,-0.000142,0.00539,0.890078,6,2.105463,-0.000057,-0.000057,-0.003264,0.003264,0.000539,0.000539,0.000539,0.000539,0.000539,0.000539
34,-1.083824,0.082153,9143.962702,91.178286,4.848885,0.163783,36.827194,6.086197,-271.763282,-0.007777,-0.000348,0.005306,0.890078,6,2.112743,-0.000139,-0.000139,-0.003111,0.003111,0.000531,0.000531,0.000531,0.000531,0.000531,0.000531
34.25,-1.083208,0.08214,9143.96278,91.17959,4.848758,0.161882,36.804711,6.01063,-271.768024,-0.007604,-0.000507,0.005218,0.890078,6,2.104894,-0.000203,-0.000203,-0.003041,0.003041,0.000522,0.000522,0.000522,0.000522,0.000522,0.000522
34.7,-1.082098,0.082117,9143.96292,91.181907,4.848711,0.15841,36.812564,5.880744,-271.769826,-0.007717,-0.000106,0.005148,0.890078,6,2.08694,-0.000042,-0.000042,-0.003087,0.003087,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515
35,-1.081358,0.082102,9143.963013,91.183436,4.848649,0.156257,36.80862,5.79886,-271.772133,-0.007178,-0.000205,0.005097,0.890078,6,2.085724,-0.000082,-0.000082,-0.002871,0.002871,0.00051,0.00051,0.00051,0.00051,0.00051,0.00051
35.284412,-1.080657,0.082088,9143.963101,91.184865,4.848538,0.154307,36.79013,5.722452,-271.776268,-0.006856,-0.000389,0.005024,0.890079,6,2.079937,-0.000156,-0.000156,-0.002742,0.002742,0.000502,0.000502,0.000502,0.000502,0.000502,0.000502
35.8,-1.079385,0.082062,9143.963258,91.187412,4.848466,0.150705,36.790947,5.586955,-271.778995,-0.006985,-0.000141,0.004941,0.890079,6,2.060283,-0.000056,-0.000056,-0.002794,0.002794,0.000494,0.000494,0.000494,0.000494,0.000494,0.000494
36,-1.078892,0.082052,9143.963319,91.188386,4.848397,0.149371,36.779812,5.535061,-271.78157,-0.006672,-0.000345,0.004868,0.890079,6,2.067408,-0.000138,-0.000138,-0.002669,0.002669,0.000487,0.000487,0.000487,0.000487,0.000487,0.000487
36.25,-1.078275,0.082039,9143.963394,91.189583,4.84827,0.147738,36.754749,5.469912,-271.786287,-0.006533,-0.000507,0.004791,0.890079,6,2.060304,-0.000203,-0.000203,-0.002613,0.002613,0.000479,0.000479,0.000479,0.000479,0.000479,0.000479
36.666607,-1.077247,0.082018,9143.963519,91.191554,4.848222,0.14497,36.757002,5.366304,-271.788058,-0.006643,-0.000114,0.00473,0.890079,6,2.045736,-0.000046,-0.000046,-0.002657,0.002657,0.000473,0.000473,0.000473,0.000473,0.000473,0.000473
36.75,-1.077042,0.082014,9143.963544,91.191943,4.848162,0.144431,36.743549,5.344109,-271.790316,-0.006465,-0.000729,0.004665,0.890079,6,2.055793,-0.000291,-0.000291,-0.002586,0.002586,0.000467,0.000467,0.000467,0.000467,0.000467,0.000467
37,-1.076425,0.082001,9143.963619,91.193093,4.848059,0.142793,36.724699,5.279975,-271.794122,-0.00655,-0.00041,0.0046,0.890079,6,2.044825,-0.000164,-0.000164,-0.00262,0.00262,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046
37.284412,-1.075724,0.081987,9143.963704,91.194392,4.848041,0.140956,36.7293,5.211767,-271.794822,-0.006461,-0.000066,0.00457,0.890079,6,2.037921,-0.000026,-0.000026,-0.002584,0.002584,0.000457,0.000457,0.000457,0.000457,0.000457,0.000457
37.8,-1.074452,0.08196,9143.963856,91.196738,4.847978,0.137882,36.728378,5.096528,-271.797141,-0.005961,-0.000121,0.00455,0.890079,6,2.019879,-0.000048,-0.000048,-0.002384,0.002384,0.000455,0.000455,0.000455,0.000455,0.000455,0.000455
38,-1.073959,0.08195,9143.963915,91.197638,4.847909,0.136775,36.715384,5.053312,-271.799706,-0.005534,-0.000346,0.004498,0.890079,6,2.026841,-0.000138,-0.000138,-0.002214,0.002214,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045
38.25,-1.073342,0.081937,9143.963988,91.198744,4.847783,0.135391,36.688238,4.997827,-271.804401,-0.005538,-0.000507,0.004423,0.890079,6,2.020373,-0.000203,-0.000203,-0.002215,0.002215,0.000442,0.000442,0.000442,0.000442,0.000442,0.000442
38.75,-1.072109,0.081912,9143.964133,91.200927,4.847735,0.132544,36.689559,4.891659,-271.80616,-0.005694,-0.000095,0.004366,0.890079,6,2.002669,-0.000038,-0.000038,-0.002278,0.002278,0.000437,0.000437,0.000437,0.000437,0.000437,0.000437
39,-1.071492,0.081899,9143.964206,91.202007,4.847674,0.131214,36.679599,4.840694,-271.808419,-0.005319,-0.000244,0.004322,0.890079,6,2.006453,-0.000098,-0.000098,-0.002128,0.002128,0.000432,0.000432,0.000432,0.000432,0.000432,0.000432
39.284413,-1.070791,0.081884,9143.964287,91.203219,4.847551,0.12975,36.653506,4.782661,-271.812969,-0.005148,-0.000432,0.004262,0.890079,6,2.000178,-0.000173,-0.000173,-0.002059,0.002059,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426
39.8,-1.069519,0.081858,9143.964434,91.205387,4.847491,0.127045,36.650192,4.681437,-271.815182,-0.005246,-0.000116,0.004204,0.890079,6,1.983532,-0.000046,-0.000046,-0.002099,0.002099,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042
40,-1.069026,0.081848,9143.964491,91.206218,4.847422,0.126051,36.636192,4.642647,-271.817736,-0.004969,-0.000346,0.004153,0.890079,6,1.990326,-0.000138,-0.000138,-0.001988,0.001988,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415
40.25,-1.068409,0.081835,9143.964562,91.207241,4.847296,0.124826,36.607708,4.59348,-271.822411,-0.0049,-0.000506,0.004093,0.890079,6,1.984406,-0.000203,-0.000203,-0.00196,0.00196,0.000409,0.000409,0.000409,0.000409,0.000409,0.000409
40.75,-1.067176,0.081809,9143.964703,91.209263,4.847248,0.122324,36.606336,4.500313,-271.824157,-0.005004,-0.000095,0.004045,0.890079,6,1.968011,-0.000038,-0.000038,-0.002001,0.002001,0.000405,0.000405,0.000405,0.000405,0.000405,0.000405
41,-1.066559,0.081796,9143.964772,91.210265,4.847188,0.121156,36.595128,4.455525,-271.826405,-0.004675,-0.000244,0.004006,0.890079,6,1.971822,-0.000097,-0.000097,-0.00187,0.00187,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401
41.2,-1.066066,0.081786,9143.964828,91.211056,4.847065,0.120256,36.565987,4.418605,-271.83093,-0.004497,-0.000614,0.003955,0.890079,6,1.970117,-0.000246,-0.000246,-0.001799,0.001799,0.000396,0.000396,0.000396,0.000396,0.000396,0.000396
41.666607,-1.064915,0.081762,9143.964957,91.212876,4.847005,0.118051,36.559521,4.336035,-271.833131,-0.004727,-0.000128,0.0039,0.890079,6,1.954277,-0.000051,-0.000051,-0.001891,0.001891,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039
41.784412,-1.064625,0.081755,9143.96499,91.213329,4.846957,0.117497,36.54895,4.314263,-271.834899,-0.0047,-0.000408,0.003847,0.890079,6,1.963245,-0.000163,-0.000163,-0.00188,0.00188,0.000385,0.000385,0.000385,0.000385,0.000385,0.000385
42,-1.064093,0.081744,9143.965049,91.214149,4.846842,0.1165,36.52221,4.274173,-271.839127,-0.004627,-0.000533,0.003803,0.890079,6,1.956804,-0.000213,-0.000213,-0.001851,0.001851,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038
42.3,-1.063353,0.081729,9143.965131,91.215283,4.846815,0.115124,36.520802,4.223096,-271.840115,-0.004585,-0.00009,0.00378,0.890079,6,1.949533,-0.000036,-0.000036,-0.001834,0.001834,0.000378,0.000378,0.000378,0.000378,0.000378,0.000378
42.75,-1.062243,0.081705,9143.965254,91.216977,4.846762,0.113199,36.51448,4.151136,-271.842074,-0.004279,-0.000118,0.003764,0.890079,6,1.93811,-0.000047,-0.000047,-0.001711,0.001711,0.000376,0.000376,0.000376,0.000376,0.000376,0.000376
43,-1.061626,0.081692,9143.965322,91.217909,4.846689,0.112201,36.498822,4.11246,-271.844765,-0.003992,-0.000293,0.003729,0.890079,6,1.940408,-0.000117,-0.000117,-0.001597,0.001597,0.000373,0.000373,0.000373,0.000373,0.000373,0.000373
43.2,-1.061133,0.081682,9143.965376,91.218644,4.846579,0.111407,36.472339,4.080161,-271.848807,-0.003969,-0.00055,0.003678,0.890079,6,1.938927,-0.00022,-0.00022,-0.001588,0.001588,0.000368,0.000368,0.000368,0.000368,0.000368,0.000368
43.784412,-1.059692,0.081651,9143.965532,91.220766,4.846519,0.108969,36.465948,3.989473,-271.851011,-0.004171,-0.000103,0.00363,0.890079,6,1.918969,-0.000041,-0.000041,-0.001668,0.001668,0.000363,0.000363,0.000363,0.000363,0.000363,0.000363
44,-1.05916,0.08164,9143.96559,91.22154,4.846471,0.108116,36.456339,3.95694,-271.852776,-0.003958,-0.000223,0.00359,0.890079,6,1.926785,-0.000089,-0.000089,-0.001583,0.001583,0.000359,0.000359,0.000359,0.000359,0.000359,0.000359
44.295695,-1.058431,0.081625,9143.965668,91.222589,4.846326,0.107004,36.421755,3.912207,-271.858059,-0.003761,-0.000487,0.003548,0.890079,6,1.920232,-0.000195,-0.000195,-0.001505,0.001505,0.000355,0.000355,0.000355,0.000355,0.000355,0.000355
44.75,-1.05731,0.081601,9143.965788,91.224183,4.846276,0.105268,36.41483,3.847547,-271.85991,-0.00382,-0.000111,0.003509,0.890079,6,1.909304,-0.000044,-0.000044,-0.001528,0.001528,0.000351,0.000351,0.000351,0.000351,0.000351,0.000351
45,-1.056694,0.081588,9143.965853,91.225052,4.846204,0.104365,36.398766,3.812593,-271.862554,-0.003615,-0.000289,0.003475,0.890079,6,1.911784,-0.000116,-0.000116,-0.001446,0.001446,0.000347,0.000347,0.000347,0.000347,0.000347,0.000347
