时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,雷达开机状态
1509,1.449172,0.010209,9142.795072,-89.920316,4.498985,-0.015125,-58.089832,0.878671,-268.092227,0,0,0,0.890064,5,0,0,0,0,0,0,0
1510,1.446705,0.010213,9142.793973,-89.920315,4.498754,-0.015125,-58.151746,0.879608,-268.078801,0,0,0,0.890064,5,0,0,0,0,0,0,0
1511,1.444238,0.010216,9142.792875,-89.920315,4.498518,-0.015125,-58.215021,0.880564,-268.065064,0,0,0,0.890064,5,0,0,0,0,0,0,0
1511.666607,1.442594,0.010219,9142.792142,-89.920315,4.498523,-0.015125,-58.213664,0.880544,-268.065359,0,0,0,0.890064,5,0,0,0,0,0,0,0
1511.83766,1.442172,0.010219,9142.791954,-89.920315,4.498285,-0.015125,-58.277576,0.88151,-268.051469,0,0,0,0.890064,5,0,0,0,0,0,0,0
1512,1.441771,0.01022,9142.791776,-89.920315,4.498131,-0.015125,-58.318714,0.882132,-268.042519,0,0,0,0.890064,5,0,0,0,0,0,0,0
1513,1.439304,0.010223,9142.790678,-89.920315,4.498056,-0.015125,-58.339003,0.882439,-268.038103,0,0,0,0.890064,5,0,0,0,0,0,0,0
1514,1.436837,0.010227,9142.78958,-89.920315,4.497818,-0.015125,-58.402707,0.883402,-268.024227,0,0,0,0.890064,5,0,0,0,0,0,0,0
1514.138994,1.436494,0.010227,9142.789427,-89.920315,4.497823,-0.015125,-58.40135,0.883382,-268.024522,0,0,0,0.890064,5,0,0,0,0,0,0,0
1515,1.43437,0.01023,9142.788482,-89.920315,4.497557,-0.015125,-58.47275,0.884462,-268.008951,0,0,0,0.890064,5,0,0,0,0,0,0,0
1515.171,1.433948,0.010231,9142.788294,-89.920315,4.497557,-0.015125,-58.4726,0.884459,-268.008984,0,0,0,0.890064,5,0,0,0,0,0,0,0
1516,1.431903,0.010234,9142.787383,-89.920315,4.497316,-0.015125,-58.537346,0.885438,-267.994846,0,0,0,0.890064,5,0,0,0,0,0,0,0
1516.666607,1.430259,0.010236,9142.786652,-89.920315,4.497316,-0.015125,-58.537142,0.885435,-267.994891,0,0,0,0.890064,5,0,0,0,0,0,0,0
1517,1.429436,0.010237,9142.786285,-89.920315,4.497119,-0.015125,-58.590103,0.886236,-267.983315,0,0,0,0.890064,5,0,0,0,0,0,0,0
1518,1.426969,0.010241,9142.785186,-89.920315,4.496888,-0.015125,-58.651959,0.887172,-267.96978,0,0,0,0.890064,5,0,0,0,0,0,0,0
1518.5043,1.425725,0.010242,9142.784632,-89.920315,4.496889,-0.015125,-58.651551,0.887165,-267.96987,0,0,0,0.890064,5,0,0,0,0,0,0,0
1519,1.424502,0.010244,9142.784088,-89.920315,4.496651,-0.015125,-58.71538,0.888131,-267.955888,0,0,0,0.890064,5,0,0,0,0,0,0,0
1520,1.422035,0.010247,9142.782988,-89.920445,4.496421,-0.015172,-58.777111,0.891834,-267.942342,0,0,0,0.890064,5,0,0,0,0,0,0,0
1521,1.419568,0.010251,9142.781892,-89.920445,4.496185,-0.015172,-58.840348,0.892793,-267.928459,0,0,0,0.890064,5,0,0,0,0,0,0,0
1521.666607,1.417924,0.010253,9142.781161,-89.920445,4.49619,-0.015172,-58.838979,0.892772,-267.928759,0,0,0,0.890064,5,0,0,0,0,0,0,0
1521.83768,1.417502,0.010254,9142.780973,-89.92054,4.495952,-0.015205,-58.902743,0.895709,-267.914739,0,0,0,0.890064,5,0,0,0,0,0,0,0
1522,1.417101,0.010254,9142.780795,-89.92054,4.495798,-0.015205,-58.94385,0.896334,-267.905695,0,0,0,0.890064,5,0,0,0,0,0,0,0
1523,1.414634,0.010258,9142.7797,-89.92054,4.495722,-0.015205,-58.964123,0.896642,-267.901233,0,0,0,0.890064,5,0,0,0,0,0,0,0
1524,1.412168,0.010261,9142.778605,-89.92054,4.495485,-0.015205,-59.027775,0.89761,-267.887212,0,0,0,0.890064,5,0,0,0,0,0,0,0
1524.138994,1.411825,0.010262,9142.778453,-89.92054,4.49549,-0.015205,-59.026419,0.897589,-267.887511,0,0,0,0.890064,5,0,0,0,0,0,0,0
1525,1.409701,0.010265,9142.777509,-89.92054,4.495223,-0.015205,-59.097762,0.898674,-267.871778,0,0,0,0.890064,5,0,0,0,0,0,0,0
1525.17097,1.409279,0.010265,9142.777322,-89.92054,4.495224,-0.015205,-59.097613,0.898671,-267.871811,0,0,0,0.890064,5,0,0,0,0,0,0,0
1526,1.407234,0.010268,9142.776414,-89.920968,4.494984,-0.01535,-59.161872,0.908184,-267.857594,0,0,0,0.890064,5,0,0,0,0,0,0,0
1526.666607,1.405589,0.010271,9142.775688,-89.920968,4.494984,-0.01535,-59.161668,0.908181,-267.857639,0,0,0,0.890064,5,0,0,0,0,0,0,0
1527,1.404767,0.010272,9142.775325,-89.920968,4.494787,-0.01535,-59.214587,0.908993,-267.845943,0,0,0,0.890064,5,0,0,0,0,0,0,0
1528,1.4023,0.010275,9142.774234,-89.920968,4.494556,-0.01535,-59.276392,0.909941,-267.832268,0,0,0,0.890064,5,0,0,0,0,0,0,0
1528.50477,1.401054,0.010277,9142.773684,-89.920968,4.494558,-0.01535,-59.275985,0.909935,-267.832358,0,0,0,0.890064,5,0,0,0,0,0,0,0
1529,1.399833,0.010279,9142.773144,-89.920968,4.494319,-0.01535,-59.339762,0.910914,-267.818232,0,0,0,0.890064,5,0,0,0,0,0,0,0
1530,1.397366,0.010282,9142.772053,-89.920968,4.494089,-0.01535,-59.401576,0.911862,-267.804525,0,0,0,0.890064,5,0,0,0,0,0,0,0
1531,1.394899,0.010286,9142.770963,-89.920968,4.493853,-0.01535,-59.46475,0.912832,-267.790501,0,0,0,0.890064,5,0,0,0,0,0,0,0
1531.666607,1.393254,0.010288,9142.770236,-89.920968,4.493858,-0.01535,-59.463396,0.912811,-267.790802,0,0,0,0.890064,5,0,0,0,0,0,0,0
1531.83763,1.392832,0.010288,9142.77005,-89.920968,4.493619,-0.01535,-59.527205,0.91379,-267.776622,0,0,0,0.890064,5,0,0,0,0,0,0,0
1532,1.392432,0.010289,9142.769873,-89.920968,4.493466,-0.01535,-59.568279,0.914421,-267.767486,0,0,0,0.890064,5,0,0,0,0,0,0,0
1533,1.389965,0.010292,9142.768783,-89.920968,4.49339,-0.01535,-59.588535,0.914732,-267.762978,0,0,0,0.890064,5,0,0,0,0,0,0,0
1534,1.387498,0.010296,9142.767694,-89.920968,4.493153,-0.01535,-59.652136,0.915708,-267.748812,0,0,0,0.890064,5,0,0,0,0,0,0,0
1534.138994,1.387155,0.010296,9142.767542,-89.920968,4.493158,-0.01535,-59.650782,0.915687,-267.749114,0,0,0,0.890064,5,0,0,0,0,0,0,0
1535,1.385031,0.010299,9142.766603,-89.920967,4.492891,-0.01535,-59.722067,0.916781,-267.733219,0,0,0,0.890064,5,0,0,0,0,0,0,0
1535.17099,1.384609,0.0103,9142.766417,-89.920967,4.492892,-0.01535,-59.721918,0.916779,-267.733252,0,0,0,0.890064,5,0,0,0,0,0,0,0
1536,1.382564,0.010303,9142.765513,-89.920967,4.492651,-0.01535,-59.786559,0.91777,-267.718821,0,0,0,0.890064,5,0,0,0,0,0,0,0
1536.666607,1.380919,0.010305,9142.764787,-89.921341,4.492652,-0.015465,-59.785985,0.924682,-267.718926,0,0,0,0.890064,5,0,0,0,0,0,0,0
1537,1.380097,0.010306,9142.764425,-89.921341,4.4923,-0.015465,-59.88018,0.926139,-267.697868,0,0,0,0.890064,5,0,0,0,0,0,0,0
1538,1.37763,0.01031,9142.763341,-89.921341,4.492224,-0.015465,-59.90063,0.926455,-267.693292,0,0,0,0.890064,5,0,0,0,0,0,0,0
1538.50429,1.376386,0.010311,9142.762793,-89.921341,4.492226,-0.015465,-59.90021,0.926448,-267.693386,0,0,0,0.890064,5,0,0,0,0,0,0,0
1539,1.375163,0.010313,9142.762255,-89.921341,4.491987,-0.015465,-59.963935,0.927434,-267.679115,0,0,0,0.890064,5,0,0,0,0,0,0,0
1540,1.372696,0.010316,9142.761169,-89.921341,4.491757,-0.015465,-60.0257,0.928389,-267.665268,0,0,0,0.890064,5,0,0,0,0,0,0,0
1541,1.370229,0.01032,9142.760084,-89.921341,4.491521,-0.015465,-60.088822,0.929365,-267.651101,0,0,0,0.890064,5,0,0,0,0,0,0,0
1541.666607,1.368584,0.010322,9142.75936,-89.921341,4.491526,-0.015465,-60.087469,0.929344,-267.651405,0,0,0,0.890064,5,0,0,0,0,0,0,0
1541.83763,1.368163,0.010323,9142.759175,-89.921341,4.491288,-0.015465,-60.151226,0.93033,-267.63708,0,0,0,0.890064,5,0,0,0,0,0,0,0
1542,1.367762,0.010323,9142.758998,-89.921341,4.491134,-0.015465,-60.192268,0.930964,-267.627851,0,0,0,0.890064,5,0,0,0,0,0,0,0
1543,1.365295,0.010327,9142.757913,-89.921341,4.491059,-0.015465,-60.212507,0.931277,-267.623297,0,0,0,0.890064,5,0,0,0,0,0,0,0
1544,1.362828,0.01033,9142.756829,-89.921341,4.490821,-0.015465,-60.276056,0.93226,-267.608988,0,0,0,0.890064,5,0,0,0,0,0,0,0
1544.138994,1.362485,0.010331,9142.756678,-89.921341,4.490826,-0.015465,-60.274703,0.932239,-267.609292,0,0,0,0.890064,5,0,0,0,0,0,0,0
1545,1.360361,0.010334,9142.755743,-89.921341,4.49056,-0.015465,-60.345931,0.93334,-267.593236,0,0,0,0.890064,5,0,0,0,0,0,0,0
1546,1.357894,0.010337,9142.75466,-89.921772,4.490357,-0.015589,-60.400248,0.941686,-267.580951,0,0,0,0.890063,5,0,0,0,0,0,0,0
1546.666607,1.35625,0.010339,9142.753941,-89.921772,4.490361,-0.015589,-60.399088,0.941668,-267.581213,0,0,0,0.890063,5,0,0,0,0,0,0,0
1547,1.355427,0.01034,9142.75358,-89.921772,4.490123,-0.015589,-60.462814,0.942661,-267.566817,0,0,0,0.890063,5,0,0,0,0,0,0,0
1548,1.35296,0.010344,9142.752499,-89.921772,4.489893,-0.015589,-60.524285,0.943619,-267.552916,0,0,0,0.890063,5,0,0,0,0,0,0,0
1548.5043,1.351716,0.010346,9142.751955,-89.921772,4.489894,-0.015589,-60.52388,0.943613,-267.553007,0,0,0,0.890063,5,0,0,0,0,0,0,0
1549,1.350493,0.010347,9142.751419,-89.921772,4.489656,-0.015589,-60.587554,0.944605,-267.538592,0,0,0,0.890063,5,0,0,0,0,0,0,0
1550,1.348026,0.010351,9142.750338,-89.921772,4.489426,-0.015589,-60.649268,0.945567,-267.524605,0,0,0,0.890063,5,0,0,0,0,0,0,0
1551,1.345559,0.010354,9142.749259,-89.921772,4.48919,-0.015589,-60.712338,0.94655,-267.510295,0,0,0,0.890063,5,0,0,0,0,0,0,0
1551.666607,1.343915,0.010356,9142.748539,-89.921772,4.489195,-0.015589,-60.710987,0.946529,-267.510602,0,0,0,0.890063,5,0,0,0,0,0,0,0
1551.83764,1.343493,0.010357,9142.748354,-89.921772,4.488957,-0.015589,-60.774692,0.947522,-267.496133,0,0,0,0.890063,5,0,0,0,0,0,0,0
1552,1.343092,0.010358,9142.748179,-89.921772,4.488803,-0.015589,-60.8157,0.948161,-267.48681,0,0,0,0.890063,5,0,0,0,0,0,0,0
1553,1.340625,0.010361,9142.747099,-89.921772,4.488728,-0.015589,-60.835922,0.948476,-267.482211,0,0,0,0.890063,5,0,0,0,0,0,0,0
1554,1.338158,0.010364,9142.74602,-89.921772,4.48849,-0.015589,-60.899419,0.949466,-267.467758,0,0,0,0.890063,5,0,0,0,0,0,0,0
1554.138994,1.337815,0.010365,9142.74587,-89.921772,4.488495,-0.015589,-60.898068,0.949445,-267.468065,0,0,0,0.890063,5,0,0,0,0,0,0,0
1555,1.335691,0.010368,9142.74494,-89.921825,4.48823,-0.015603,-60.969187,0.951372,-267.451856,0,0,0,0.890063,5,0,0,0,0,0,0,0
1555.17097,1.33527,0.010368,9142.744756,-89.921825,4.48823,-0.015603,-60.969039,0.951369,-267.45189,0,0,0,0.890063,5,0,0,0,0,0,0,0
1556,1.333224,0.010371,9142.743861,-89.921825,4.487989,-0.015603,-61.033573,0.952376,-267.437166,0,0,0,0.890063,5,0,0,0,0,0,0,0
1556.666607,1.33158,0.010373,9142.743142,-89.922203,4.48799,-0.0157,-61.033014,0.958273,-267.437273,0,0,0,0.890063,5,0,0,0,0,0,0,0
1557,1.330757,0.010375,9142.742784,-89.922203,4.487793,-0.0157,-61.085807,0.959102,-267.425216,0,0,0,0.890063,5,0,0,0,0,0,0,0
1558,1.32829,0.010378,9142.741709,-89.922203,4.487563,-0.0157,-61.147451,0.960069,-267.411125,0,0,0,0.890063,5,0,0,0,0,0,0,0
1558.50429,1.327046,0.01038,9142.741167,-89.922203,4.487564,-0.0157,-61.147055,0.960063,-267.411215,0,0,0,0.890063,5,0,0,0,0,0,0,0
1559,1.325823,0.010381,9142.740634,-89.922203,4.487326,-0.0157,-61.210676,0.961062,-267.396656,0,0,0,0.890063,5,0,0,0,0,0,0,0
1560,1.323356,0.010385,9142.739559,-89.922203,4.487095,-0.0157,-61.272339,0.96203,-267.382529,0,0,0,0.890063,5,0,0,0,0,0,0,0
1561,1.32089,0.010388,9142.738485,-89.922203,4.48686,-0.0157,-61.335357,0.963019,-267.368077,0,0,0,0.890063,5,0,0,0,0,0,0,0
1561.666607,1.319245,0.01039,9142.737768,-89.922203,4.486865,-0.0157,-61.334008,0.962998,-267.368387,0,0,0,0.890063,5,0,0,0,0,0,0,0
1561.83766,1.318823,0.010391,9142.737584,-89.922203,4.486627,-0.0157,-61.39766,0.963997,-267.353773,0,0,0,0.890063,5,0,0,0,0,0,0,0
1562,1.318423,0.010392,9142.73741,-89.922203,4.486473,-0.0157,-61.438635,0.96464,-267.344358,0,0,0,0.890063,5,0,0,0,0,0,0,0
1563,1.315956,0.010395,9142.736335,-89.922203,4.486398,-0.0157,-61.45884,0.964957,-267.339712,0,0,0,0.890063,5,0,0,0,0,0,0,0
1564,1.313489,0.010398,9142.735262,-89.922338,4.486161,-0.01573,-61.522161,0.967798,-267.325137,0,0,0,0.890063,5,0,0,0,0,0,0,0
1564.138994,1.313146,0.010399,9142.735113,-89.922338,4.486166,-0.01573,-61.520813,0.967777,-267.325448,0,0,0,0.890063,5,0,0,0,0,0,0,0
1565,1.311022,0.010402,9142.734189,-89.922338,4.4859,-0.01573,-61.591925,0.968896,-267.309068,0,0,0,0.890063,5,0,0,0,0,0,0,0
1565.171,1.3106,0.010402,9142.734006,-89.922338,4.4859,-0.01573,-61.591775,0.968893,-267.309103,0,0,0,0.890063,5,0,0,0,0,0,0,0
1566,1.308555,0.010405,9142.733116,-89.922338,4.485659,-0.01573,-61.656257,0.969907,-267.294233,0,0,0,0.890063,5,0,0,0,0,0,0,0
1566.666607,1.30691,0.010407,9142.732402,-89.922718,4.485661,-0.015809,-61.655715,0.974791,-267.294341,0,0,0,0.890063,5,0,0,0,0,0,0,0
1567,1.306088,0.010409,9142.732046,-89.922718,4.485463,-0.015809,-61.708461,0.975625,-267.282165,0,0,0,0.890063,5,0,0,0,0,0,0,0
1568,1.303621,0.010412,9142.730977,-89.922718,4.485233,-0.015809,-61.770054,0.976599,-267.267934,0,0,0,0.890063,5,0,0,0,0,0,0,0
1568.50431,1.302377,0.010414,9142.730438,-89.922718,4.485234,-0.015809,-61.76966,0.976592,-267.268025,0,0,0,0.890063,5,0,0,0,0,0,0,0
1569,1.301154,0.010415,9142.729909,-89.922718,4.484997,-0.015809,-61.833228,0.977597,-267.253322,0,0,0,0.890063,5,0,0,0,0,0,0,0
1570,1.298687,0.010419,9142.72884,-89.922718,4.484766,-0.015809,-61.894839,0.978571,-267.239056,0,0,0,0.890063,5,0,0,0,0,0,0,0
1571,1.29622,0.010422,9142.727772,-89.922718,4.48453,-0.015809,-61.957805,0.979566,-267.224461,0,0,0,0.890063,5,0,0,0,0,0,0,0
1571.666607,1.294575,0.010424,9142.72706,-89.922718,4.484535,-0.015809,-61.956458,0.979545,-267.224774,0,0,0,0.890063,5,0,0,0,0,0,0,0
1571.83765,1.294153,0.010425,9142.726877,-89.922718,4.484297,-0.015809,-62.020057,0.98055,-267.210017,0,0,0,0.890063,5,0,0,0,0,0,0,0
1572,1.293753,0.010425,9142.726704,-89.922718,4.484144,-0.015809,-62.060998,0.981197,-267.200508,0,0,0,0.890063,5,0,0,0,0,0,0,0
1573,1.291286,0.010429,9142.725636,-89.922718,4.484069,-0.015809,-62.081186,0.981516,-267.195817,0,0,0,0.890063,5,0,0,0,0,0,0,0
1574,1.288819,0.010432,9142.724569,-89.922855,4.483832,-0.015835,-62.144457,0.984127,-267.181099,0,0,0,0.890063,5,0,0,0,0,0,0,0
1574.138994,1.288476,0.010433,9142.72442,-89.922855,4.483837,-0.015835,-62.143111,0.984106,-267.181413,0,0,0,0.890063,5,0,0,0,0,0,0,0
1575,1.286352,0.010436,9142.723502,-89.922855,4.483571,-0.015835,-62.214164,0.98523,-267.164872,0,0,0,0.890063,5,0,0,0,0,0,0,0
1575.17099,1.28593,0.010436,9142.72332,-89.922855,4.483571,-0.015835,-62.214013,0.985228,-267.164907,0,0,0,0.890063,5,0,0,0,0,0,0,0
1576,1.283885,0.010439,9142.722436,-89.922854,4.48333,-0.015835,-62.278441,0.986248,-267.149892,0,0,0,0.890063,5,0,0,0,0,0,0,0
1576.666607,1.28224,0.010441,9142.721726,-89.923236,4.483332,-0.015903,-62.277909,0.990506,-267.15,0,0,0,0.890063,5,0,0,0,0,0,0,0
1577,1.281418,0.010442,9142.721372,-89.923236,4.483134,-0.015903,-62.330613,0.991344,-267.137706,0,0,0,0.890063,5,0,0,0,0,0,0,0
1578,1.278951,0.010446,9142.720309,-89.923236,4.482904,-0.015903,-62.392152,0.992323,-267.123336,0,0,0,0.890063,5,0,0,0,0,0,0,0
1578.50432,1.277707,0.010447,9142.719774,-89.923236,4.482906,-0.015903,-62.391761,0.992316,-267.123427,0,0,0,0.890063,5,0,0,0,0,0,0,0
1579,1.276484,0.010449,9142.719247,-89.923236,4.482668,-0.015903,-62.455275,0.993326,-267.10858,0,0,0,0.890063,5,0,0,0,0,0,0,0
1580,1.274017,0.010452,9142.718185,-89.923236,4.482437,-0.015903,-62.516834,0.994305,-267.094176,0,0,0,0.890063,5,0,0,0,0,0,0,0
1581,1.27155,0.010456,9142.717124,-89.923236,4.482202,-0.015903,-62.579748,0.995305,-267.079438,0,0,0,0.890063,5,0,0,0,0,0,0,0
1581.666607,1.269906,0.010458,9142.716416,-89.923236,4.482207,-0.015903,-62.578403,0.995284,-267.079753,0,0,0,0.890063,5,0,0,0,0,0,0,0
1581.83766,1.269484,0.010458,9142.716234,-89.923236,4.481969,-0.015903,-62.641948,0.996294,-267.064853,0,0,0,0.890063,5,0,0,0,0,0,0,0
1582,1.269083,0.010459,9142.716062,-89.923236,4.481815,-0.015903,-62.682856,0.996945,-267.055252,0,0,0,0.890063,5,0,0,0,0,0,0,0
1583,1.266616,0.010462,9142.715,-89.923375,4.48174,-0.015924,-62.70291,0.998569,-267.050538,0,0,0,0.890063,5,0,0,0,0,0,0,0
1584,1.264149,0.010466,9142.713942,-89.923375,4.481503,-0.015924,-62.766273,0.999578,-267.035649,0,0,0,0.890063,5,0,0,0,0,0,0,0
1584.138994,1.263806,0.010466,9142.713795,-89.923375,4.481508,-0.015924,-62.764902,0.999556,-267.035971,0,0,0,0.890063,5,0,0,0,0,0,0,0
1585,1.261682,0.010469,9142.712882,-89.923442,4.481242,-0.015934,-62.835836,1.001313,-267.019282,0,0,0,0.890063,5,0,0,0,0,0,0,0
1585.171,1.26126,0.01047,9142.712701,-89.923442,4.481243,-0.015934,-62.835691,1.001311,-267.019316,0,0,0,0.890063,5,0,0,0,0,0,0,0
1586,1.259215,0.010472,9142.711823,-89.923442,4.481002,-0.015934,-62.900067,1.002336,-267.004155,0,0,0,0.890063,5,0,0,0,0,0,0,0
1586.666607,1.257571,0.010475,9142.711117,-89.923825,4.481004,-0.015986,-62.899551,1.005568,-267.004264,0,0,0,0.890063,5,0,0,0,0,0,0,0
1587,1.256748,0.010476,9142.710766,-89.923825,4.480806,-0.015986,-62.952209,1.006409,-266.991851,0,0,0,0.890063,5,0,0,0,0,0,0,0
1588,1.254281,0.010479,9142.70971,-89.923825,4.480577,-0.015986,-63.0133,1.007386,-266.977435,0,0,0,0.890063,5,0,0,0,0,0,0,0
1588.5043,1.253037,0.010481,9142.709179,-89.923825,4.480577,-0.015986,-63.013314,1.007386,-266.977432,0,0,0,0.890063,5,0,0,0,0,0,0,0
1589,1.251814,0.010482,9142.708656,-89.923825,4.48034,-0.015986,-63.076767,1.0084,-266.962444,0,0,0,0.890063,5,0,0,0,0,0,0,0
1590,1.249347,0.010486,9142.707601,-89.923825,4.480109,-0.015986,-63.138272,1.009383,-266.9479,0,0,0,0.890063,5,0,0,0,0,0,0,0
1591,1.24688,0.010489,9142.706547,-89.923825,4.479874,-0.015985,-63.201134,1.010388,-266.933021,0,0,0,0.890063,5,0,0,0,0,0,0,0
1591.666607,1.245236,0.010491,9142.705844,-89.923825,4.479879,-0.015985,-63.199791,1.010366,-266.933339,0,0,0,0.890063,5,0,0,0,0,0,0,0
1591.83766,1.244814,0.010492,9142.705664,-89.923824,4.479641,-0.015985,-63.263283,1.011381,-266.918294,0,0,0,0.890063,5,0,0,0,0,0,0,0
1592,1.244413,0.010492,9142.705492,-89.923824,4.479488,-0.015985,-63.304157,1.012034,-266.908601,0,0,0,0.890063,5,0,0,0,0,0,0,0
1593,1.241946,0.010496,9142.704439,-89.924257,4.479413,-0.016033,-63.32397,1.015344,-266.903888,0,0,0,0.890063,5,0,0,0,0,0,0,0
1594,1.239479,0.010499,9142.703392,-89.924257,4.479176,-0.016033,-63.387278,1.016359,-266.888856,0,0,0,0.890063,5,0,0,0,0,0,0,0
1594.138994,1.239136,0.010499,9142.703246,-89.924257,4.479181,-0.016033,-63.385909,1.016337,-266.889182,0,0,0,0.890063,5,0,0,0,0,0,0,0
1595,1.237012,0.010502,9142.702343,-89.924257,4.478915,-0.016033,-63.456846,1.017474,-266.87232,0,0,0,0.890063,5,0,0,0,0,0,0,0
1595.171,1.236591,0.010503,9142.702163,-89.924257,4.478916,-0.016033,-63.456693,1.017472,-266.872356,0,0,0,0.890063,5,0,0,0,0,0,0,0
1596,1.234545,0.010506,9142.701293,-89.924257,4.478675,-0.016033,-63.521005,1.018503,-266.857052,0,0,0,0.890063,5,0,0,0,0,0,0,0
1596.666607,1.232901,0.010508,9142.700595,-89.924257,4.478676,-0.016033,-63.520812,1.018499,-266.857098,0,0,0,0.890063,5,0,0,0,0,0,0,0
1597,1.232078,0.010509,9142.700245,-89.924257,4.478479,-0.016033,-63.573421,1.019343,-266.844566,0,0,0,0.890063,5,0,0,0,0,0,0,0
1598,1.229612,0.010512,9142.699195,-89.924257,4.478248,-0.016033,-63.634868,1.020328,-266.829916,0,0,0,0.890063,5,0,0,0,0,0,0,0
1598.50431,1.228367,0.010514,9142.698666,-89.924257,4.47825,-0.016033,-63.634467,1.020321,-266.830012,0,0,0,0.890063,5,0,0,0,0,0,0,0
1599,1.227145,0.010516,9142.698146,-89.924542,4.478013,-0.016054,-63.69766,1.022687,-266.814924,0,0,0,0.890063,5,0,0,0,0,0,0,0
1600,1.224678,0.010519,9142.697099,-89.924542,4.477782,-0.016054,-63.759105,1.023673,-266.800244,0,0,0,0.890063,5,0,0,0,0,0,0,0
1601,1.222211,0.010522,9142.696054,-89.924542,4.477547,-0.016054,-63.821917,1.024682,-266.785222,0,0,0,0.890063,5,0,0,0,0,0,0,0
1601.666607,1.220566,0.010524,9142.695357,-89.924542,4.477552,-0.016054,-63.820583,1.02466,-266.785541,0,0,0,0.890063,5,0,0,0,0,0,0,0
1601.83766,1.220144,0.010525,9142.695178,-89.924542,4.477314,-0.016054,-63.88402,1.025678,-266.770354,0,0,0,0.890063,5,0,0,0,0,0,0,0
1602,1.219744,0.010525,9142.695008,-89.924542,4.477161,-0.016054,-63.924861,1.026334,-266.760568,0,0,0,0.890063,5,0,0,0,0,0,0,0
1603,1.217277,0.010529,9142.693964,-89.924967,4.477087,-0.016077,-63.944685,1.02813,-266.755809,0,0,0,0.890063,5,0,0,0,0,0,0,0
1604,1.21481,0.010532,9142.692925,-89.925537,4.476851,-0.016035,-64.00758,1.02647,-266.740731,0,0,0,0.890063,5,0,0,0,0,0,0,0
1604.138994,1.214467,0.010532,9142.692782,-89.925615,4.476856,-0.016025,-64.00619,1.025763,-266.741067,0,0,0,0.890063,5,0,0,0,0,0,0,0
1605,1.212343,0.010535,9142.691893,-89.9261,4.476592,-0.015931,-64.076828,1.020906,-266.724126,0,0,0,0.890063,5,0,0,0,0,0,0,0
1605.17099,1.211921,0.010536,9142.691717,-89.926195,4.476593,-0.01591,-64.07664,1.019537,-266.724176,0,0,0,0.890063,5,0,0,0,0,0,0,0
1606,1.209876,0.010538,9142.690868,-89.926657,4.476353,-0.015796,-64.140708,1.013236,-266.708801,0,0,0,0.890063,5,0,0,0,0,0,0,0
1606.666607,1.208231,0.010541,9142.690189,-89.927024,4.476354,-0.015692,-64.140365,1.006553,-266.708908,0,0,0,0.890063,5,0,0,0,0,0,0,0
1607,1.207409,0.010542,9142.68985,-89.927207,4.476158,-0.015642,-64.192857,1.004204,-266.696288,0,0,0,0.890063,5,0,0,0,0,0,0,0
1608,1.204942,0.010545,9142.688838,-89.927753,4.475929,-0.015492,-64.254035,0.99548,-266.681588,0,0,0,0.890063,5,0,0,0,0,0,0,0
1608.50431,1.203698,0.010546,9142.68833,-89.928025,4.475931,-0.01541,-64.25353,0.990257,-266.681729,0,0,0,0.890063,5,0,0,0,0,0,0,0
1609,1.202475,0.010548,9142.687833,-89.928292,4.475694,-0.01533,-64.316784,0.986065,-266.666497,0,0,0,0.890063,5,0,0,0,0,0,0,0
1610,1.200008,0.010551,9142.686832,-89.928292,4.475464,-0.01533,-64.378193,0.987006,-266.651675,0,0,0,0.890063,5,0,0,0,0,0,0,0
1611,1.197541,0.010554,9142.685835,-89.928702,4.475229,-0.015189,-64.440803,0.978887,-266.636581,0,0,0,0.890063,5,0,0,0,0,0,0,0
1611.666607,1.195896,0.010556,9142.685171,-89.928702,4.475235,-0.015189,-64.439463,0.978867,-266.636905,0,0,0,0.890063,5,0,0,0,0,0,0,0
1611.83763,1.195474,0.010557,9142.685001,-89.928792,4.474997,-0.015155,-64.502815,0.977634,-266.621591,0,0,0,0.890063,5,0,0,0,0,0,0,0
1612,1.195074,0.010557,9142.68484,-89.928791,4.474844,-0.015155,-64.543622,0.978253,-266.611713,0,0,0,0.890063,5,0,0,0,0,0,0,0
1613,1.192607,0.01056,9142.683846,-89.928791,4.474768,-0.015155,-64.563739,0.978557,-266.60684,0,0,0,0.890063,5,0,0,0,0,0,0,0
1614,1.19014,0.010564,9142.682854,-89.928791,4.474532,-0.015155,-64.626909,0.979514,-266.591531,0,0,0,0.890063,5,0,0,0,0,0,0,0
1614.138994,1.189797,0.010564,9142.682716,-89.928791,4.474537,-0.015155,-64.625564,0.979494,-266.591857,0,0,0,0.890063,5,0,0,0,0,0,0,0
1615,1.187673,0.010567,9142.68186,-89.928791,4.474271,-0.015155,-64.696372,0.980567,-266.574679,0,0,0,0.890063,5,0,0,0,0,0,0,0
1615.17098,1.187251,0.010567,9142.68169,-89.928791,4.474271,-0.015155,-64.696223,0.980565,-266.574715,0,0,0,0.890063,5,0,0,0,0,0,0,0
