时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,侧滑角,法向过载,迎角,燃油消耗,油门位置
349.1162,-0.310419,0.058547,9143.984482,92.129767,4.825959,0.015054,30.918386,0.465493,-271.099865,-0.000333,-0.000476,0.000514,0.885351,,1.347756,-0.00019,-0.00019,-0.000133,0.000133,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
349.25,-0.310091,0.058535,9143.98449,92.129836,4.825896,0.015012,30.9012,0.463918,-271.101827,-0.000318,-0.000474,0.000513,0.885351,,1.347658,-0.00019,-0.00019,-0.000127,0.000127,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
349.5,-0.309478,0.058512,9143.984506,92.129964,4.825869,0.014935,30.893965,0.461437,-271.102656,-0.000307,-0.000107,0.000513,0.885351,,1.347176,-0.000043,-0.000043,-0.000123,0.000123,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
349.7,-0.308987,0.058494,9143.984519,92.130066,4.825837,0.014877,30.885333,0.459522,-271.103642,-0.000289,-0.00016,0.000512,0.885351,,1.347305,-0.000064,-0.000064,-0.000116,0.000116,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
349.883369,-0.308538,0.058477,9143.98453,92.13016,4.825777,0.014827,30.86906,0.457726,-271.105499,-0.000274,-0.000328,0.000511,0.885351,,1.347319,-0.000131,-0.000131,-0.00011,0.00011,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
350,-0.308252,0.058466,9143.984538,92.130219,4.825729,0.014796,30.856253,0.456568,-271.106959,-0.000269,-0.000406,0.000509,0.885351,,1.347529,-0.000162,-0.000162,-0.000108,0.000108,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
350.2,-0.307761,0.058448,9143.98455,92.130219,4.825686,0.014796,30.844447,0.456393,-271.108302,0,-0.000218,0,0.885351,,1.347179,-0.000087,-0.000087,0,0,0,0,0,0,0,0
350.5,-0.307025,0.058421,9143.984569,92.130219,4.825658,0.014796,30.837024,0.456283,-271.109147,0,-0.000091,0,0.885351,,1.346744,-0.000037,-0.000037,0,0,0,0,0,0,0,0
350.734006,-0.306452,0.058399,9143.984584,92.130219,4.82561,0.014796,30.824,0.45609,-271.110628,0,-0.000205,0,0.885351,,1.346923,-0.000082,-0.000082,0,0,0,0,0,0,0,0
351,-0.305799,0.058375,9143.984601,92.130219,4.825538,0.014796,30.804503,0.455802,-271.112845,0,-0.00027,0,0.885351,,1.346741,-0.000108,-0.000108,0,0,0,0,0,0,0,0
351.1162,-0.305514,0.058365,9143.984608,92.130219,4.825483,0.014796,30.789511,0.45558,-271.114548,0,-0.000476,0,0.885351,,1.347249,-0.00019,-0.00019,0,0,0,0,0,0,0,0
351.25,-0.305186,0.058352,9143.984617,92.130219,4.82542,0.014796,30.772303,0.455325,-271.116502,0,-0.000474,0,0.885351,,1.347152,-0.00019,-0.00019,0,0,0,0,0,0,0,0
351.5,-0.304573,0.05833,9143.984633,92.130219,4.825393,0.014796,30.765031,0.455218,-271.117328,0,-0.000107,0,0.885351,,1.346673,-0.000043,-0.000043,0,0,0,0,0,0,0,0
351.666607,-0.304165,0.058314,9143.984643,92.130219,4.825361,0.014796,30.756371,0.455089,-271.11831,0,-0.000192,0,0.885351,,1.34693,-0.000077,-0.000077,0,0,0,0,0,0,0,0
351.75,-0.30396,0.058307,9143.984649,92.130219,4.825301,0.014796,30.740074,0.454848,-271.120159,0,-0.000721,0,0.885351,,1.347207,-0.000288,-0.000288,0,0,0,0,0,0,0,0
351.883369,-0.303633,0.058295,9143.984657,92.130219,4.825262,0.014796,30.729454,0.454691,-271.121363,0,-0.000294,0,0.885351,,1.346995,-0.000117,-0.000117,0,0,0,0,0,0,0,0
352,-0.303347,0.058284,9143.984665,92.130219,4.825242,0.014796,30.724195,0.454613,-271.121959,0,-0.000166,0,0.885351,,1.347025,-0.000067,-0.000067,0,0,0,0,0,0,0,0
352.2,-0.302857,0.058266,9143.984677,92.130219,4.82521,0.014796,30.715516,0.454485,-271.122943,0,-0.00016,0,0.885351,,1.346677,-0.000064,-0.000064,0,0,0,0,0,0,0,0
352.5,-0.302121,0.058238,9143.984696,92.130219,4.825183,0.014796,30.708022,0.454374,-271.123792,0,-0.000092,0,0.885351,,1.346245,-0.000037,-0.000037,0,0,0,0,0,0,0,0
352.65,-0.301753,0.058225,9143.984706,92.130219,4.825135,0.014796,30.694999,0.454181,-271.125267,0,-0.00032,0,0.885351,,1.346743,-0.000128,-0.000128,0,0,0,0,0,0,0,0
353,-0.300895,0.058193,9143.984728,92.130219,4.825063,0.014796,30.675501,0.453893,-271.127474,0,-0.000205,0,0.885351,,1.345943,-0.000082,-0.000082,0,0,0,0,0,0,0,0
353.1162,-0.30061,0.058182,9143.984736,92.130219,4.825028,0.014796,30.666054,0.453753,-271.128543,0,-0.0003,0,0.885351,,1.346748,-0.00012,-0.00012,0,0,0,0,0,0,0,0
353.25,-0.300282,0.05817,9143.984744,92.130219,4.824943,0.014796,30.643176,0.453414,-271.13113,0,-0.000631,0,0.885351,,1.346652,-0.000252,-0.000252,0,0,0,0,0,0,0,0
353.5,-0.299669,0.058147,9143.98476,92.130219,4.824917,0.014796,30.636034,0.453309,-271.131937,0,-0.000105,0,0.885351,,1.346176,-0.000042,-0.000042,0,0,0,0,0,0,0,0
353.75,-0.299056,0.058124,9143.984776,92.130219,4.824885,0.014796,30.627371,0.45318,-271.132916,0,-0.000128,0,0.885351,,1.346114,-0.000051,-0.000051,0,0,0,0,0,0,0,0
353.883369,-0.298729,0.058112,9143.984784,92.130219,4.824825,0.014796,30.611075,0.452939,-271.134757,0,-0.000451,0,0.885351,,1.346496,-0.00018,-0.00018,0,0,0,0,0,0,0,0
354,-0.298443,0.058102,9143.984792,92.130219,4.824766,0.014795,30.594952,0.452701,-271.136577,0,-0.00051,0,0.885351,,1.346526,-0.000204,-0.000204,0,0,0,0,0,0,0,0
354.2,-0.297952,0.058083,9143.984804,92.130219,4.824734,0.014795,30.586522,0.452576,-271.137528,0,-0.000155,0,0.885351,,1.346181,-0.000062,-0.000062,0,0,0,0,0,0,0,0
354.5,-0.297217,0.058056,9143.984823,92.130219,4.824707,0.014795,30.579022,0.452465,-271.138374,0,-0.000092,0,0.885351,,1.345751,-0.000037,-0.000037,0,0,0,0,0,0,0,0
354.65,-0.296849,0.058042,9143.984833,92.130219,4.824659,0.014795,30.565999,0.452272,-271.139843,0,-0.00032,0,0.885351,,1.346247,-0.000128,-0.000128,0,0,0,0,0,0,0,0
355,-0.295991,0.05801,9143.984855,92.130219,4.824587,0.014795,30.546502,0.451984,-271.142041,0,-0.000205,0,0.885351,,1.345451,-0.000082,-0.000082,0,0,0,0,0,0,0,0
355.1162,-0.295706,0.058,9143.984863,92.130219,4.824552,0.014795,30.537054,0.451844,-271.143105,0,-0.0003,0,0.885351,,1.346252,-0.00012,-0.00012,0,0,0,0,0,0,0,0
355.25,-0.295378,0.057988,9143.984871,92.130219,4.824468,0.014795,30.514176,0.451505,-271.145681,0,-0.000631,0,0.885351,,1.346156,-0.000252,-0.000252,0,0,0,0,0,0,0,0
355.5,-0.294765,0.057965,9143.984887,92.130219,4.824441,0.014795,30.507034,0.4514,-271.146485,0,-0.000105,0,0.885351,,1.345683,-0.000042,-0.000042,0,0,0,0,0,0,0,0
355.75,-0.294152,0.057942,9143.984903,92.130219,4.824409,0.014795,30.498371,0.451271,-271.14746,0,-0.000128,0,0.885351,,1.345622,-0.000051,-0.000051,0,0,0,0,0,0,0,0
355.883369,-0.293824,0.05793,9143.984911,92.130219,4.824349,0.014795,30.482075,0.45103,-271.149292,0,-0.000451,0,0.885351,,1.346002,-0.00018,-0.00018,0,0,0,0,0,0,0,0
356,-0.293538,0.057919,9143.984919,92.130219,4.82429,0.014795,30.465952,0.450792,-271.151105,0,-0.00051,0,0.885351,,1.346033,-0.000204,-0.000204,0,0,0,0,0,0,0,0
356.2,-0.293048,0.057901,9143.984931,92.130219,4.824259,0.014795,30.457522,0.450667,-271.152052,0,-0.000155,0,0.885351,,1.345689,-0.000062,-0.000062,0,0,0,0,0,0,0,0
356.5,-0.292312,0.057874,9143.98495,92.130219,4.824231,0.014795,30.450022,0.450556,-271.152894,0,-0.000092,0,0.885351,,1.345263,-0.000037,-0.000037,0,0,0,0,0,0,0,0
356.65,-0.291945,0.05786,9143.98496,92.130301,4.824183,0.01483,30.436985,0.451405,-271.154357,0.000228,-0.00032,0.000549,0.885351,,1.345756,-0.000128,-0.000128,0.000091,-0.000091,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055
357,-0.291086,0.057828,9143.984982,92.130301,4.824111,0.01483,30.417488,0.451116,-271.156545,0,-0.000205,0,0.885351,,1.344965,-0.000082,-0.000082,0,0,0,0,0,0,0,0
357.1162,-0.290801,0.057818,9143.98499,92.130301,4.824076,0.01483,30.408041,0.450976,-271.157605,0,-0.0003,0,0.885351,,1.345761,-0.00012,-0.00012,0,0,0,0,0,0,0,0
357.234005,-0.290512,0.057807,9143.984997,92.130301,4.823992,0.01483,30.385162,0.450636,-271.16017,0,-0.000716,0,0.885351,,1.345727,-0.000287,-0.000287,0,0,0,0,0,0,0,0
357.5,-0.28986,0.057783,9143.985014,92.130301,4.823965,0.01483,30.37802,0.45053,-271.16097,0,-0.000099,0,0.885351,,1.34514,-0.00004,-0.00004,0,0,0,0,0,0,0,0
357.75,-0.289247,0.05776,9143.98503,92.130301,4.823937,0.01483,30.370413,0.450417,-271.161823,0,-0.000112,0,0.885351,,1.345136,-0.000045,-0.000045,0,0,0,0,0,0,0,0
357.883369,-0.28892,0.057748,9143.985038,92.130301,4.823873,0.01483,30.353037,0.45016,-271.163768,0,-0.000481,0,0.885351,,1.345514,-0.000192,-0.000192,0,0,0,0,0,0,0,0
358,-0.288634,0.057737,9143.985046,92.130301,4.823814,0.01483,30.336939,0.449921,-271.16557,0,-0.000509,0,0.885351,,1.345544,-0.000204,-0.000204,0,0,0,0,0,0,0,0
358.2,-0.288144,0.057719,9143.985058,92.130301,4.823783,0.01483,30.328508,0.449796,-271.166514,0,-0.000155,0,0.885351,,1.345203,-0.000062,-0.000062,0,0,0,0,0,0,0,0
358.5,-0.287408,0.057691,9143.985078,92.130301,4.823755,0.01483,30.321008,0.449685,-271.167352,0,-0.000092,0,0.885351,,1.344779,-0.000037,-0.000037,0,0,0,0,0,0,0,0
358.65,-0.28704,0.057678,9143.985087,92.130301,4.823707,0.01483,30.307986,0.449491,-271.168808,0,-0.00032,0,0.885351,,1.345269,-0.000128,-0.000128,0,0,0,0,0,0,0,0
359,-0.286182,0.057646,9143.985109,92.130301,4.823635,0.01483,30.288488,0.449202,-271.170987,0,-0.000205,0,0.885351,,1.344484,-0.000082,-0.000082,0,0,0,0,0,0,0,0
359.1162,-0.285897,0.057635,9143.985117,92.130301,4.8236,0.01483,30.279041,0.449062,-271.172043,0,-0.0003,0,0.885351,,1.345275,-0.00012,-0.00012,0,0,0,0,0,0,0,0
359.234006,-0.285608,0.057625,9143.985124,92.130301,4.823516,0.01483,30.256163,0.448723,-271.174597,0,-0.000716,0,0.885351,,1.345241,-0.000286,-0.000286,0,0,0,0,0,0,0,0
359.5,-0.284956,0.0576,9143.985141,92.130447,4.82349,0.01489,30.248995,0.450445,-271.175393,0.000227,-0.000099,0.00055,0.885351,,1.344658,-0.00004,-0.00004,0.000091,-0.000091,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055
359.75,-0.284343,0.057577,9143.985157,92.130447,4.823462,0.01489,30.241388,0.450332,-271.176242,0,-0.000112,0,0.885351,,1.344654,-0.000045,-0.000045,0,0,0,0,0,0,0,0
359.883369,-0.284016,0.057565,9143.985165,92.130447,4.823398,0.01489,30.224012,0.450073,-271.17818,0,-0.00048,0,0.885351,,1.34503,-0.000192,-0.000192,0,0,0,0,0,0,0,0
360,-0.28373,0.057555,9143.985173,92.130447,4.823338,0.01489,30.207914,0.449834,-271.179974,0,-0.000509,0,0.885351,,1.345061,-0.000204,-0.000204,0,0,0,0,0,0,0,0
360.2,-0.283239,0.057536,9143.985186,92.130447,4.823307,0.01489,30.199483,0.449708,-271.180913,0,-0.000155,0,0.885351,,1.344721,-0.000062,-0.000062,0,0,0,0,0,0,0,0
360.5,-0.282504,0.057509,9143.985205,92.130447,4.823279,0.01489,30.191983,0.449596,-271.181748,0,-0.000092,0,0.885351,,1.3443,-0.000037,-0.000037,0,0,0,0,0,0,0,0
360.65,-0.282136,0.057495,9143.985214,92.130447,4.823231,0.01489,30.178961,0.449402,-271.183198,0,-0.00032,0,0.885351,,1.344788,-0.000128,-0.000128,0,0,0,0,0,0,0,0
361,-0.281278,0.057464,9143.985236,92.130447,4.823159,0.01489,30.159463,0.449112,-271.185367,0,-0.000205,0,0.885351,,1.344007,-0.000082,-0.000082,0,0,0,0,0,0,0,0
361.1162,-0.280993,0.057453,9143.985244,92.130447,4.823125,0.01489,30.150016,0.448971,-271.186418,0,-0.0003,0,0.885351,,1.344794,-0.00012,-0.00012,0,0,0,0,0,0,0,0
361.234004,-0.280704,0.057442,9143.985251,92.130447,4.82304,0.01489,30.127138,0.44863,-271.188961,0,-0.000716,0,0.885351,,1.344761,-0.000286,-0.000286,0,0,0,0,0,0,0,0
361.5,-0.280052,0.057418,9143.985268,92.130447,4.823014,0.01489,30.119996,0.448524,-271.189755,0,-0.000099,0,0.885351,,1.344181,-0.00004,-0.00004,0,0,0,0,0,0,0,0
361.666607,-0.279643,0.057403,9143.985279,92.130447,4.822986,0.01489,30.112389,0.448411,-271.1906,0,-0.000168,0,0.885351,,1.344488,-0.000067,-0.000067,0,0,0,0,0,0,0,0
361.75,-0.279438,0.057395,9143.985284,92.130447,4.822922,0.01489,30.095012,0.448152,-271.192529,0,-0.000768,0,0.885351,,1.344757,-0.000307,-0.000307,0,0,0,0,0,0,0,0
361.883369,-0.279111,0.057383,9143.985293,92.130447,4.822883,0.01489,30.084416,0.447994,-271.193705,0,-0.000293,0,0.885351,,1.344552,-0.000117,-0.000117,0,0,0,0,0,0,0,0
362,-0.278825,0.057372,9143.9853,92.130447,4.822863,0.01489,30.079158,0.447916,-271.194288,0,-0.000166,0,0.885351,,1.344582,-0.000067,-0.000067,0,0,0,0,0,0,0,0
362.2,-0.278335,0.057354,9143.985313,92.130447,4.822831,0.01489,30.070479,0.447787,-271.195251,0,-0.00016,0,0.885351,,1.344245,-0.000064,-0.000064,0,0,0,0,0,0,0,0
362.5,-0.277599,0.057327,9143.985332,92.130615,4.822804,0.014988,30.062944,0.450604,-271.196081,0.000325,-0.000092,0.000561,0.885351,,1.343827,-0.000037,-0.000037,0.00013,-0.00013,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
362.65,-0.277232,0.057313,9143.985341,92.1307,4.822756,0.015038,30.049899,0.451934,-271.197525,0.000339,-0.00032,0.000563,0.885351,,1.344312,-0.000128,-0.000128,0.000135,-0.000135,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363,-0.276373,0.057281,9143.985364,92.130896,4.822684,0.015135,30.030361,0.454555,-271.199685,0.000277,-0.000205,0.000561,0.885351,,1.343536,-0.000082,-0.000082,0.000111,-0.000111,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.066667,-0.27621,0.057275,9143.985368,92.130934,4.822649,0.015151,30.020906,0.454878,-271.200731,0.000233,-0.000523,0.00056,0.885351,,1.344502,-0.000209,-0.000209,0.000093,-0.000093,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.166667,-0.275965,0.057266,9143.985374,92.13099,4.822565,0.015173,29.998019,0.455181,-271.203263,0.000216,-0.000844,0.00056,0.885351,,1.344363,-0.000337,-0.000337,0.000087,-0.000087,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.234008,-0.275799,0.05726,9143.985378,92.131027,4.82255,0.015186,29.994139,0.455535,-271.203691,0.000204,-0.000212,0.00056,0.885351,,1.34446,-0.000085,-0.000085,0.000082,-0.000082,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.3,-0.275638,0.057254,9143.985383,92.131064,4.822526,0.015199,29.987625,0.455819,-271.204411,0.000194,-0.000364,0.00056,0.885351,,1.344449,-0.000145,-0.000145,0.000077,-0.000077,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.366667,-0.275474,0.057248,9143.985387,92.131102,4.82251,0.015211,29.983326,0.456121,-271.204886,0.000183,-0.000237,0.000559,0.885351,,1.344431,-0.000095,-0.000095,0.000073,-0.000073,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
363.466667,-0.275229,0.057239,9143.985393,92.131102,4.822495,0.015211,29.97907,0.456056,-271.205357,0,-0.000157,0,0.885351,,1.344292,-0.000063,-0.000063,0,0,0,0,0,0,0,0
363.566667,-0.274984,0.057229,9143.9854,92.131102,4.822479,0.015211,29.97477,0.45599,-271.205832,0,-0.000159,0,0.885351,,1.344268,-0.000063,-0.000063,0,0,0,0,0,0,0,0
363.666667,-0.274738,0.05722,9143.985406,92.131102,4.822455,0.015211,29.968271,0.455891,-271.20655,0,-0.00024,0,0.885351,,1.344244,-0.000096,-0.000096,0,0,0,0,0,0,0,0
363.733333,-0.274575,0.057214,9143.98541,92.131102,4.822431,0.015211,29.961822,0.455793,-271.207263,0,-0.000357,0,0.885351,,1.344344,-0.000143,-0.000143,0,0,0,0,0,0,0,0
363.8,-0.274412,0.057208,9143.985415,92.131102,4.822407,0.015211,29.955372,0.455695,-271.207976,0,-0.000357,0,0.885351,,1.344328,-0.000143,-0.000143,0,0,0,0,0,0,0,0
363.866667,-0.274248,0.057202,9143.985419,92.131102,4.822392,0.015211,29.951121,0.455631,-271.208445,0,-0.000235,0,0.885351,,1.344312,-0.000094,-0.000094,0,0,0,0,0,0,0,0
363.966667,-0.274003,0.057193,9143.985425,92.131102,4.822376,0.015211,29.94682,0.455565,-271.20892,0,-0.000159,0,0.885351,,1.344174,-0.000063,-0.000063,0,0,0,0,0,0,0,0
364.066667,-0.273758,0.057184,9143.985432,92.131102,4.82236,0.015211,29.942521,0.4555,-271.209395,0,-0.000159,0,0.885351,,1.34415,-0.000063,-0.000063,0,0,0,0,0,0,0,0
364.166667,-0.273512,0.057175,9143.985438,92.131102,4.822336,0.015211,29.936022,0.455401,-271.210113,0,-0.00024,0,0.885351,,1.344126,-0.000096,-0.000096,0,0,0,0,0,0,0,0
364.234006,-0.273347,0.057169,9143.985442,92.131102,4.822312,0.015211,29.929573,0.455303,-271.210824,0,-0.000353,0,0.885351,,1.344223,-0.000141,-0.000141,0,0,0,0,0,0,0,0
364.3,-0.273185,0.057163,9143.985447,92.131102,4.822288,0.015211,29.923123,0.455205,-271.211536,0,-0.00036,0,0.885351,,1.344212,-0.000144,-0.000144,0,0,0,0,0,0,0,0
364.366667,-0.273022,0.057157,9143.985451,92.131102,4.822273,0.015211,29.918828,0.455139,-271.21201,0,-0.000238,0,0.885351,,1.344194,-0.000095,-0.000095,0,0,0,0,0,0,0,0
364.466667,-0.272777,0.057147,9143.985457,92.131102,4.822257,0.015211,29.914572,0.455074,-271.21248,0,-0.000157,0,0.885351,,1.344056,-0.000063,-0.000063,0,0,0,0,0,0,0,0
364.566667,-0.272532,0.057138,9143.985464,92.131102,4.822241,0.015211,29.910272,0.455009,-271.212954,0,-0.000159,0,0.885351,,1.344032,-0.000063,-0.000063,0,0,0,0,0,0,0,0
364.666667,-0.272286,0.057129,9143.98547,92.131102,4.822217,0.015211,29.903773,0.45491,-271.213671,0,-0.00024,0,0.885351,,1.344009,-0.000096,-0.000096,0,0,0,0,0,0,0,0
364.733333,-0.272123,0.057123,9143.985474,92.131102,4.822193,0.015211,29.897324,0.454812,-271.214382,0,-0.000357,0,0.885351,,1.344108,-0.000143,-0.000143,0,0,0,0,0,0,0,0
364.8,-0.271959,0.057117,9143.985479,92.131102,4.82217,0.015211,29.890873,0.454714,-271.215093,0,-0.000357,0,0.885351,,1.344092,-0.000143,-0.000143,0,0,0,0,0,0,0,0
364.866667,-0.271796,0.057111,9143.985483,92.131102,4.822154,0.015211,29.886623,0.454649,-271.215562,0,-0.000235,0,0.885351,,1.344077,-0.000094,-0.000094,0,0,0,0,0,0,0,0
364.966667,-0.271551,0.057102,9143.985489,92.131102,4.822138,0.015211,29.882322,0.454584,-271.216036,0,-0.000159,0,0.885351,,1.343938,-0.000063,-0.000063,0,0,0,0,0,0,0,0
365.066667,-0.271305,0.057093,9143.985496,92.131102,4.822122,0.015211,29.878022,0.454518,-271.21651,0,-0.000159,0,0.885351,,1.343915,-0.000063,-0.000063,0,0,0,0,0,0,0,0
365.166667,-0.27106,0.057084,9143.985502,92.131102,4.822098,0.015211,29.871524,0.454419,-271.217226,0,-0.00024,0,0.885351,,1.343891,-0.000096,-0.000096,0,0,0,0,0,0,0,0
365.234005,-0.270895,0.057077,9143.985506,92.131102,4.822074,0.015211,29.865075,0.454321,-271.217936,0,-0.000353,0,0.885351,,1.343988,-0.000141,-0.000141,0,0,0,0,0,0,0,0
365.3,-0.270733,0.057071,9143.985511,92.131101,4.822051,0.015211,29.858625,0.454223,-271.218646,0,-0.00036,0,0.885351,,1.343977,-0.000144,-0.000144,0,0,0,0,0,0,0,0
365.366667,-0.27057,0.057065,9143.985515,92.131101,4.822035,0.015211,29.85433,0.454158,-271.219119,0,-0.000238,0,0.885351,,1.343959,-0.000095,-0.000095,0,0,0,0,0,0,0,0
365.466667,-0.270325,0.057056,9143.985521,92.131101,4.822019,0.015211,29.850074,0.454093,-271.219588,0,-0.000157,0,0.885351,,1.343821,-0.000063,-0.000063,0,0,0,0,0,0,0,0
365.566667,-0.270079,0.057047,9143.985528,92.131101,4.822003,0.015211,29.845773,0.454028,-271.220061,0,-0.000159,0,0.885351,,1.343798,-0.000063,-0.000063,0,0,0,0,0,0,0,0
365.666667,-0.269834,0.057038,9143.985534,92.131101,4.821979,0.015211,29.839274,0.453929,-271.220776,0,-0.00024,0,0.885351,,1.343774,-0.000096,-0.000096,0,0,0,0,0,0,0,0
365.733333,-0.269671,0.057032,9143.985538,92.131101,4.821955,0.015211,29.832825,0.453831,-271.221486,0,-0.000357,0,0.885351,,1.343873,-0.000143,-0.000143,0,0,0,0,0,0,0,0
365.8,-0.269507,0.057026,9143.985543,92.131101,4.821932,0.015211,29.826375,0.453733,-271.222195,0,-0.000357,0,0.885351,,1.343858,-0.000143,-0.000143,0,0,0,0,0,0,0,0
365.866667,-0.269344,0.05702,9143.985547,92.131101,4.821916,0.015211,29.822124,0.453668,-271.222663,0,-0.000235,0,0.885351,,1.343842,-0.000094,-0.000094,0,0,0,0,0,0,0,0
365.966667,-0.269098,0.057011,9143.985553,92.131101,4.8219,0.015211,29.817823,0.453602,-271.223136,0,-0.000159,0,0.885351,,1.343704,-0.000063,-0.000063,0,0,0,0,0,0,0,0
366.066667,-0.268853,0.057001,9143.98556,92.131101,4.821884,0.015211,29.813524,0.453537,-271.223609,0,-0.000159,0,0.885351,,1.343681,-0.000063,-0.000063,0,0,0,0,0,0,0,0
366.166667,-0.268608,0.056992,9143.985566,92.131101,4.82186,0.015211,29.807025,0.453438,-271.224323,0,-0.00024,0,0.885351,,1.343658,-0.000096,-0.000096,0,0,0,0,0,0,0,0
366.234005,-0.268443,0.056986,9143.98557,92.131101,4.821837,0.015211,29.800577,0.45334,-271.225032,0,-0.000353,0,0.885351,,1.343754,-0.000141,-0.000141,0,0,0,0,0,0,0,0
366.3,-0.268281,0.05698,9143.985575,92.131101,4.821813,0.015211,29.794126,0.453242,-271.225741,0,-0.00036,0,0.885351,,1.343743,-0.000144,-0.000144,0,0,0,0,0,0,0,0
366.366667,-0.268118,0.056974,9143.985579,92.131101,4.821797,0.015211,29.789831,0.453177,-271.226212,0,-0.000238,0,0.885351,,1.343725,-0.000095,-0.000095,0,0,0,0,0,0,0,0
366.466667,-0.267872,0.056965,9143.985585,92.131101,4.821781,0.015211,29.785576,0.453112,-271.22668,0,-0.000157,0,0.885351,,1.343588,-0.000063,-0.000063,0,0,0,0,0,0,0,0
366.566667,-0.267627,0.056956,9143.985592,92.131101,4.821765,0.015211,29.781275,0.453046,-271.227152,0,-0.000159,0,0.885351,,1.343564,-0.000063,-0.000063,0,0,0,0,0,0,0,0
366.666607,-0.267382,0.056947,9143.985598,92.131101,4.821741,0.015211,29.774776,0.452947,-271.227866,0,-0.00024,0,0.885351,,1.343541,-0.000096,-0.000096,0,0,0,0,0,0,0,0
366.733333,-0.267218,0.056941,9143.985602,92.131101,4.821718,0.015211,29.768327,0.452849,-271.228574,0,-0.000356,0,0.885351,,1.34364,-0.000143,-0.000143,0,0,0,0,0,0,0,0
366.8,-0.267055,0.056935,9143.985607,92.131101,4.821694,0.015211,29.761881,0.452751,-271.229281,0,-0.000357,0,0.885351,,1.343624,-0.000143,-0.000143,0,0,0,0,0,0,0,0
366.866667,-0.266892,0.056929,9143.985611,92.131101,4.821678,0.015211,29.757626,0.452687,-271.229748,0,-0.000235,0,0.885351,,1.343609,-0.000094,-0.000094,0,0,0,0,0,0,0,0
366.966667,-0.266646,0.056919,9143.985617,92.131101,4.821662,0.015211,29.753325,0.452621,-271.23022,0,-0.000159,0,0.885351,,1.343471,-0.000063,-0.000063,0,0,0,0,0,0,0,0
367.066667,-0.266401,0.05691,9143.985624,92.131101,4.821646,0.015211,29.749025,0.452556,-271.230692,0,-0.000159,0,0.885351,,1.343448,-0.000063,-0.000063,0,0,0,0,0,0,0,0
367.166667,-0.266156,0.056901,9143.98563,92.131157,4.821623,0.015229,29.74252,0.452998,-271.231405,0.000182,-0.00024,0.00056,0.885351,,1.343425,-0.000096,-0.000096,0.000073,-0.000073,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
367.234007,-0.265991,0.056895,9143.985634,92.131195,4.821599,0.015242,29.736066,0.453277,-271.232112,0.000189,-0.000353,0.000561,0.885351,,1.343521,-0.000141,-0.000141,0.000075,-0.000075,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
367.3,-0.265829,0.056889,9143.985639,92.131232,4.821575,0.015255,29.72961,0.453547,-271.232819,0.000188,-0.00036,0.000561,0.885351,,1.34351,-0.000144,-0.000144,0.000075,-0.000075,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
367.366667,-0.265665,0.056883,9143.985643,92.13127,4.821559,0.015267,29.72531,0.453848,-271.23329,0.000185,-0.000238,0.000562,0.885351,,1.343493,-0.000095,-0.000095,0.000074,-0.000074,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
367.466667,-0.26542,0.056874,9143.985649,92.131326,4.821543,0.015285,29.721048,0.454314,-271.233756,0.000178,-0.000157,0.000561,0.885351,,1.343355,-0.000063,-0.000063,0.000071,-0.000071,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
367.566667,-0.265175,0.056865,9143.985656,92.131326,4.821528,0.015285,29.716747,0.454248,-271.234227,0,-0.000159,0,0.885351,,1.343332,-0.000063,-0.000063,0,0,0,0,0,0,0,0
367.666667,-0.26493,0.056856,9143.985662,92.131326,4.821504,0.015285,29.710248,0.454149,-271.23494,0,-0.00024,0,0.885351,,1.343309,-0.000096,-0.000096,0,0,0,0,0,0,0,0
367.733333,-0.264766,0.056849,9143.985666,92.131326,4.82148,0.015285,29.703799,0.45405,-271.235646,0,-0.000357,0,0.885351,,1.343408,-0.000143,-0.000143,0,0,0,0,0,0,0,0
