时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,本机剩余弹量
325.5,0.199134,0.038744,13044.98338,-87.782105,1.034807,0.000001,558.08611,0.000476,939.552344,0,1,1
325.6,0.198154,0.038782,13046.91018,-87.78207,0.986965,0,601.649481,0,910.682409,0,1,1
325.7,0.197175,0.03882,13048.74382,-87.782034,0.939384,0,643.504217,0,879.96919,0,1,1
325.75,0.196686,0.038839,13049.62594,-87.782016,0.91573,0.000001,663.735998,0.000567,863.981048,0,1,1
325.8,0.196197,0.038858,13050.48507,-87.781998,0.89214,0,683.518046,0,847.573179,0,1,1
325.9,0.195221,0.038896,13052.13471,-87.781962,0.845073,0.000001,721.768012,0.000616,813.494204,0,1,1
326,0.194246,0.038934,13053.69332,-87.781926,0.798263,-0.000001,758.13114,-0.000647,777.892303,0,1,1
326.1,0.193272,0.038971,13055.16175,-87.781902,0.751845,0,792.457742,0,740.985796,0,1,1
326.2,0.192299,0.039009,13056.54083,-87.781878,0.705678,0,824.820718,0,702.781926,0,1,1
326.3,0.191327,0.039047,13057.83124,-87.781854,0.659763,0,855.185354,0,663.388608,0,1,1
326.4,0.190356,0.039084,13059.03367,-87.781829,0.614096,0,883.522649,0,622.913466,0,1,1
326.5,0.189387,0.039122,13060.14879,-87.781804,0.568678,-0.000001,909.809173,-0.000777,581.463565,0,1,1
326.6,0.188418,0.039159,13061.17728,-87.781779,0.523506,0.000001,934.026916,0.000797,539.145153,0,1,1
326.7,0.187451,0.039197,13062.11981,-87.781753,0.478579,0,956.16313,0,496.063425,0,1,1
326.784411,0.186636,0.039228,13062.849,-87.781731,0.440866,0,973.2138,0,459.19957,0,1,1
326.9,0.18552,0.039272,13063.74966,-87.7817,0.389448,0,994.168179,0,408.016869,0,1,1
327,0.184556,0.039309,13064.43825,-87.781673,0.345249,0,1010.033015,0,363.26244,0,1,1
